Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,259,65,259,(X)
Estimate Households By Type Total Households Married-Couple Household,158,56,61.0,11.7
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,37,22,14.3,8.8
Estimate Households By Type Total Households Cohabiting Couple Household,6,7,2.3,2.8
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,4,6,1.5,2.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",63,29,24.3,10.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,11,0.0,10.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",62,29,23.9,10.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",22,18,8.5,7.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",32,20,12.4,7.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",2,3,0.8,1.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",21,16,8.1,6.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",19,16,7.3,6.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,43,23,16.6,9.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,140,55,54.1,13.3
Estimate Households By Type Total Households Average Household Size,1.96,0.30,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.34,0.49,(X),(X)
Estimate Relationship Population In Households,507,116,507,(X)
Estimate Relationship Population In Households Householder,259,65,51.1,7.5
Estimate Relationship Population In Households Spouse,129,44,25.4,6.4
Estimate Relationship Population In Households Unmarried Partner,10,11,2.0,2.1
Estimate Relationship Population In Households Child,90,46,17.8,7.7
Estimate Relationship Population In Households Other Relatives,15,16,3.0,3.1
Estimate Relationship Population In Households Other Nonrelatives,4,8,0.8,1.5
Estimate Marital Status Males 15 Years And Over,232,66,232,(X)
Estimate Marital Status Males 15 Years And Over Never Married,36,22,15.5,8.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",173,59,74.6,9.8
Estimate Marital Status Males 15 Years And Over Separated,4,5,1.7,2.1
Estimate Marital Status Males 15 Years And Over Widowed,1,3,0.4,1.3
Estimate Marital Status Males 15 Years And Over Divorced,18,12,7.8,5.0
Estimate Marital Status Females 15 Years And Over,202,55,202,(X)
Estimate Marital Status Females 15 Years And Over Never Married,41,31,20.3,12.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",129,44,63.9,14.3
Estimate Marital Status Females 15 Years And Over Separated,3,4,1.5,1.8
Estimate Marital Status Females 15 Years And Over Widowed,21,15,10.4,7.5
Estimate Marital Status Females 15 Years And Over Divorced,8,9,4.0,4.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,9,11,9,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",6,10,66.7,48.5
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",143,187,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",114,116,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,682,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",219,261,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",65,106,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,11,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,11,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,11,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,11,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,11,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,11,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,11,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,11,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,11,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,59,42,59,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",4,6,6.8,10.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,18,24,30.5,26.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),27,22,45.8,19.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),10,12,16.9,21.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,0,11,0.0,35.2
Estimate Educational Attainment Population 25 Years And Over,377,90,377,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,10,12,2.7,3.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",69,54,18.3,11.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),55,27,14.6,6.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",135,52,35.8,10.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,31,26,8.2,7.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,64,31,17.0,8.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,13,10,3.4,2.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,298,70,79.0,11.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,77,33,20.4,9.0
Estimate Veteran Status Civilian Population 18 Years And Over,424,100,424,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,52,24,12.3,5.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,507,116,507,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,149,65,29.4,10.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,83,45,83,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,11,0.0,27.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,220,68,220,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,23,20,10.5,7.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,204,76,204,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,126,62,61.8,17.0
Estimate Residence 1 Year Ago Population 1 Year And Over,497,116,497,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,443,109,89.1,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),54,31,10.9,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,45,26,9.1,5.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,17,19,3.4,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,28,19,5.6,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,20,19,4.0,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,8,9,1.6,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,9,14,1.8,2.7
Estimate Place Of Birth Total Population,507,116,507,(X)
Estimate Place Of Birth Total Population Native,503,114,99.2,1.8
Estimate Place Of Birth Total Population Native Born In United States,503,114,99.2,1.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,356,91,70.2,11.5
Estimate Place Of Birth Total Population Native Born In United States Different State,147,69,29.0,10.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,11,0.0,5.3
Estimate Place Of Birth Total Population Foreign Born,4,10,0.8,1.8
Estimate U.S. Citizenship Status Foreign-Born Population,4,10,4,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4,10,100.0,100.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,0,11,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States,4,10,4,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,11,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,11,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,11,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,4,10,4,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,11,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,4,10,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",4,10,4,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",4,10,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,11,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,11,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,11,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,11,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,11,0.0,100.0
Estimate Language Spoken At Home Population 5 Years And Over,482,115,482,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,482,115,100.0,5.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,0,11,0.0,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,11,0.0,5.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,11,0.0,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,11,0.0,5.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,0,11,0.0,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,11,0.0,5.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,11,0.0,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,11,0.0,5.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,11,0.0,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,11,0.0,5.5
Estimate Ancestry Total Population,507,116,507,(X)
Estimate Ancestry Total Population American,23,19,4.5,3.6
Estimate Ancestry Total Population Arab,0,11,0.0,5.3
Estimate Ancestry Total Population Czech,16,14,3.2,2.7
Estimate Ancestry Total Population Danish,8,12,1.6,2.3
Estimate Ancestry Total Population Dutch,0,11,0.0,5.3
Estimate Ancestry Total Population English,66,29,13.0,5.9
Estimate Ancestry Total Population French (Except Basque),49,38,9.7,6.7
Estimate Ancestry Total Population French Canadian,0,11,0.0,5.3
Estimate Ancestry Total Population German,204,85,40.2,12.4
Estimate Ancestry Total Population Greek,0,11,0.0,5.3
Estimate Ancestry Total Population Hungarian,0,11,0.0,5.3
Estimate Ancestry Total Population Irish,53,30,10.5,5.7
Estimate Ancestry Total Population Italian,5,10,1.0,2.0
Estimate Ancestry Total Population Lithuanian,0,11,0.0,5.3
Estimate Ancestry Total Population Norwegian,1,2,0.2,0.4
Estimate Ancestry Total Population Polish,0,11,0.0,5.3
Estimate Ancestry Total Population Portuguese,0,11,0.0,5.3
Estimate Ancestry Total Population Russian,12,14,2.4,2.6
Estimate Ancestry Total Population Scotch-Irish,0,11,0.0,5.3
Estimate Ancestry Total Population Scottish,6,7,1.2,1.3
Estimate Ancestry Total Population Slovak,0,11,0.0,5.3
Estimate Ancestry Total Population Subsaharan African,0,11,0.0,5.3
Estimate Ancestry Total Population Swedish,3,3,0.6,0.7
Estimate Ancestry Total Population Swiss,0,11,0.0,5.3
Estimate Ancestry Total Population Ukrainian,0,11,0.0,5.3
Estimate Ancestry Total Population Welsh,5,9,1.0,1.7
