Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,594,112,594,(X)
Estimate Households By Type Total Households Married-Couple Household,290,95,48.8,12.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,151,87,25.4,12.4
Estimate Households By Type Total Households Cohabiting Couple Household,79,51,13.3,8.0
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,16,23,2.7,3.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",92,50,15.5,8.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",5,5,0.8,0.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",64,41,10.8,6.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",47,34,7.9,5.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",133,49,22.4,7.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",13,16,2.2,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",67,34,11.3,5.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",29,25,4.9,4.2
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,228,97,38.4,12.2
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,177,58,29.8,9.8
Estimate Households By Type Total Households Average Household Size,2.94,0.39,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.64,0.52,(X),(X)
Estimate Relationship Population In Households,1747,409,1747,(X)
Estimate Relationship Population In Households Householder,594,112,34.0,4.5
Estimate Relationship Population In Households Spouse,256,79,14.7,3.1
Estimate Relationship Population In Households Unmarried Partner,69,41,3.9,2.4
Estimate Relationship Population In Households Child,588,207,33.7,6.5
Estimate Relationship Population In Households Other Relatives,171,117,9.8,5.7
Estimate Relationship Population In Households Other Nonrelatives,69,57,3.9,3.1
Estimate Marital Status Males 15 Years And Over,661,170,661,(X)
Estimate Marital Status Males 15 Years And Over Never Married,308,115,46.6,8.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",267,81,40.4,8.7
Estimate Marital Status Males 15 Years And Over Separated,14,20,2.1,3.0
Estimate Marital Status Males 15 Years And Over Widowed,5,7,0.8,1.0
Estimate Marital Status Males 15 Years And Over Divorced,67,38,10.1,5.3
Estimate Marital Status Females 15 Years And Over,703,176,703,(X)
Estimate Marital Status Females 15 Years And Over Never Married,221,86,31.4,7.6
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",341,108,48.5,9.0
Estimate Marital Status Females 15 Years And Over Separated,3,4,0.4,0.6
Estimate Marital Status Females 15 Years And Over Widowed,64,47,9.1,6.1
Estimate Marital Status Females 15 Years And Over Divorced,74,35,10.5,5.4
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,12,18,12,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,12,0.0,85.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,134,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",28,41,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,363,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",141,196,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,109,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,55,44,55,(X)
