Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,2933,304,2933,(X)
Estimate Households By Type Total Households Married-Couple Household,804,217,27.4,5.9
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,127,69,4.3,2.3
Estimate Households By Type Total Households Cohabiting Couple Household,254,132,8.7,4.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,5,9,0.2,0.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",796,158,27.1,5.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",65,63,2.2,2.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",577,126,19.7,4.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",85,46,2.9,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",1079,168,36.8,5.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",185,83,6.3,2.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",618,127,21.1,4.3
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",196,67,6.7,2.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,545,113,18.6,3.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,812,193,27.7,5.1
Estimate Households By Type Total Households Average Household Size,1.97,0.16,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.72,0.33,(X),(X)
Estimate Relationship Population In Households,5780,718,5780,(X)
Estimate Relationship Population In Households Householder,2933,304,50.7,4.0
Estimate Relationship Population In Households Spouse,699,193,12.1,2.8
Estimate Relationship Population In Households Unmarried Partner,255,134,4.4,2.2
Estimate Relationship Population In Households Child,1161,362,20.1,4.6
Estimate Relationship Population In Households Other Relatives,407,146,7.0,2.7
Estimate Relationship Population In Households Other Nonrelatives,325,163,5.6,2.6
Estimate Marital Status Males 15 Years And Over,2537,409,2537,(X)
Estimate Marital Status Males 15 Years And Over Never Married,1242,267,49.0,7.0
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",999,263,39.4,7.3
Estimate Marital Status Males 15 Years And Over Separated,20,17,0.8,0.7
Estimate Marital Status Males 15 Years And Over Widowed,33,24,1.3,1.0
Estimate Marital Status Males 15 Years And Over Divorced,243,86,9.6,3.3
Estimate Marital Status Females 15 Years And Over,2477,313,2477,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1091,254,44.0,7.2
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",640,134,25.8,5.4
Estimate Marital Status Females 15 Years And Over Separated,40,32,1.6,1.3
Estimate Marital Status Females 15 Years And Over Widowed,270,112,10.9,4.4
Estimate Marital Status Females 15 Years And Over Divorced,436,119,17.6,4.3
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,26,26,26,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",16,19,61.5,32.3
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",15,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",17,18,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,395,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",22,23,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,74,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,95,51,95,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,55,52,57.9,34.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,26,42,27.4,35.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,14,0.0,20.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,7,11,7.4,11.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,22,20,23.2,18.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,55,52,55,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,55,52,100.0,32.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,7,11,12.7,22.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1411,272,1411,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",82,57,5.8,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,36,36,2.6,2.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),370,101,26.2,7.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),100,55,7.1,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,823,246,58.3,9.5
Estimate Educational Attainment Population 25 Years And Over,4029,462,4029,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,59,58,1.5,1.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",225,107,5.6,2.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),766,140,19.0,3.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1197,322,29.7,5.8
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,301,84,7.5,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,883,209,21.9,4.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,598,155,14.8,3.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3745,471,93.0,3.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1481,259,36.8,5.4
Estimate Veteran Status Civilian Population 18 Years And Over,4908,570,4908,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,506,191,10.3,3.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5770,719,5770,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,878,176,15.2,3.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,862,237,862,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,51,40,5.9,5.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3916,517,3916,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,517,142,13.2,3.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,992,208,992,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,310,84,31.3,10.3
Estimate Residence 1 Year Ago Population 1 Year And Over,5798,720,5798,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4398,683,75.9,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1400,295,24.1,5.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1314,284,22.7,4.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,740,233,12.8,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,574,179,9.9,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,356,129,6.1,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,218,122,3.8,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,86,80,1.5,1.4
Estimate Place Of Birth Total Population,5822,721,5822,(X)
Estimate Place Of Birth Total Population Native,5381,668,92.4,4.6
Estimate Place Of Birth Total Population Native Born In United States,5326,666,91.5,4.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3671,543,63.1,5.4
Estimate Place Of Birth Total Population Native Born In United States Different State,1655,283,28.4,3.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",55,52,0.9,0.9
Estimate Place Of Birth Total Population Foreign Born,441,286,7.6,4.6
Estimate U.S. Citizenship Status Foreign-Born Population,441,286,441,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,52,39,11.8,12.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,389,283,88.2,12.1
Estimate Year Of Entry Population Born Outside The United States,496,286,496,(X)
Estimate Year Of Entry Population Born Outside The United States Native,55,52,55,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,14,0.0,32.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,55,52,100.0,32.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,441,286,441,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,346,278,78.5,18.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,95,56,21.5,18.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",441,286,441,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",25,36,5.7,8.7
