Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1779,186,1779,(X)
Estimate Households By Type Total Households Married-Couple Household,671,102,37.7,6.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,201,76,11.3,4.2
Estimate Households By Type Total Households Cohabiting Couple Household,75,65,4.2,3.6
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,22,37,1.2,2.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",283,134,15.9,7.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",129,139,7.3,7.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",117,63,6.6,3.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",39,33,2.2,1.8
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",750,172,42.2,8.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",112,94,6.3,5.1
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",346,112,19.4,5.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",143,62,8.0,3.4
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,532,186,29.9,9.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,670,90,37.7,5.3
Estimate Households By Type Total Households Average Household Size,2.49,0.25,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.00,0.32,(X),(X)
Estimate Relationship Population In Households,4433,298,4433,(X)
Estimate Relationship Population In Households Householder,1779,186,40.1,3.9
Estimate Relationship Population In Households Spouse,644,124,14.5,2.6
Estimate Relationship Population In Households Unmarried Partner,98,104,2.2,2.3
Estimate Relationship Population In Households Child,1394,268,31.4,5.4
Estimate Relationship Population In Households Other Relatives,455,230,10.3,5.1
Estimate Relationship Population In Households Other Nonrelatives,63,56,1.4,1.3
Estimate Marital Status Males 15 Years And Over,1787,167,1787,(X)
Estimate Marital Status Males 15 Years And Over Never Married,682,177,38.2,8.8
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",752,120,42.1,7.0
Estimate Marital Status Males 15 Years And Over Separated,20,27,1.1,1.5
Estimate Marital Status Males 15 Years And Over Widowed,65,38,3.6,2.1
Estimate Marital Status Males 15 Years And Over Divorced,268,142,15.0,7.6
Estimate Marital Status Females 15 Years And Over,2015,186,2015,(X)
Estimate Marital Status Females 15 Years And Over Never Married,868,147,43.1,5.8
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",606,126,30.1,6.1
Estimate Marital Status Females 15 Years And Over Separated,92,63,4.6,3.1
Estimate Marital Status Females 15 Years And Over Widowed,336,85,16.7,3.8
Estimate Marital Status Females 15 Years And Over Divorced,113,60,5.6,3.0
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,40,57,40,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",40,57,100.0,56.7
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",53,76,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",39,57,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,380,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",74,107,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,115,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,71,54,71,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,71,54,100.0,42.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,28,31,39.4,43.1
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,14,0.0,42.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,14,0.0,42.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,43,51,60.6,43.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,71,54,71,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,52,38,73.2,22.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,65,52,91.5,14.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School,894,229,894,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",99,52,11.1,6.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,7,11,0.8,1.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),357,112,39.9,8.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),268,98,30.0,7.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,163,96,18.2,7.8
Estimate Educational Attainment Population 25 Years And Over,3212,280,3212,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,164,75,5.1,2.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",640,196,19.9,6.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1219,249,38.0,6.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",498,127,15.5,4.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,211,93,6.6,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,255,114,7.9,3.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,225,141,7.0,4.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2408,313,75.0,6.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,480,173,14.9,5.0
Estimate Veteran Status Civilian Population 18 Years And Over,3639,266,3639,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,204,81,5.6,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4433,298,4433,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,863,181,19.5,4.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,888,109,888,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,23,24,2.6,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2601,235,2601,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,448,151,17.2,5.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,944,125,944,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,392,101,41.5,10.8
Estimate Residence 1 Year Ago Population 1 Year And Over,4522,314,4522,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4304,341,95.2,3.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),218,135,4.8,3.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,218,135,4.8,3.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,43,37,1.0,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,175,129,3.9,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,68,55,1.5,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,107,118,2.4,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,14,0.0,1.0
Estimate Place Of Birth Total Population,4527,313,4527,(X)
Estimate Place Of Birth Total Population Native,4526,312,100.0,0.1
Estimate Place Of Birth Total Population Native Born In United States,4498,307,99.4,0.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4175,309,92.2,2.4
Estimate Place Of Birth Total Population Native Born In United States Different State,323,101,7.1,2.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",28,34,0.6,0.7
Estimate Place Of Birth Total Population Foreign Born,1,2,0.0,0.1
Estimate U.S. Citizenship Status Foreign-Born Population,1,2,1,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,0,14,0.0,100.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1,2,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States,29,34,29,(X)
Estimate Year Of Entry Population Born Outside The United States Native,28,34,28,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,14,0.0,67.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,28,34,100.0,67.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1,2,1,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,14,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1,2,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1,2,1,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",0,14,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,14,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,14,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,14,0.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1,2,100.0,100.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,14,0.0,100.0
Estimate Language Spoken At Home Population 5 Years And Over,4251,318,4251,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4203,318,98.9,1.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,48,43,1.1,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",0,14,0.0,1.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,18,17,0.4,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,14,0.0,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,30,40,0.7,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,14,0.0,1.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,14,0.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,14,0.0,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,14,0.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,14,0.0,1.1
Estimate Ancestry Total Population,4527,313,4527,(X)
Estimate Ancestry Total Population American,727,305,16.1,6.6
Estimate Ancestry Total Population Arab,0,14,0.0,1.0
Estimate Ancestry Total Population Czech,0,14,0.0,1.0
Estimate Ancestry Total Population Danish,0,14,0.0,1.0
Estimate Ancestry Total Population Dutch,0,14,0.0,1.0
Estimate Ancestry Total Population English,221,150,4.9,3.3
Estimate Ancestry Total Population French (Except Basque),24,31,0.5,0.7
Estimate Ancestry Total Population French Canadian,0,14,0.0,1.0
Estimate Ancestry Total Population German,130,102,2.9,2.3
Estimate Ancestry Total Population Greek,0,14,0.0,1.0
Estimate Ancestry Total Population Hungarian,0,14,0.0,1.0
Estimate Ancestry Total Population Irish,212,155,4.7,3.4
Estimate Ancestry Total Population Italian,15,22,0.3,0.5
Estimate Ancestry Total Population Lithuanian,0,14,0.0,1.0
Estimate Ancestry Total Population Norwegian,4,8,0.1,0.2
Estimate Ancestry Total Population Polish,4,8,0.1,0.2
Estimate Ancestry Total Population Portuguese,0,14,0.0,1.0
Estimate Ancestry Total Population Russian,0,14,0.0,1.0
Estimate Ancestry Total Population Scotch-Irish,74,60,1.6,1.3
Estimate Ancestry Total Population Scottish,17,29,0.4,0.6
Estimate Ancestry Total Population Slovak,0,14,0.0,1.0
Estimate Ancestry Total Population Subsaharan African,163,195,3.6,4.3
Estimate Ancestry Total Population Swedish,0,14,0.0,1.0
Estimate Ancestry Total Population Swiss,0,14,0.0,1.0
Estimate Ancestry Total Population Ukrainian,0,14,0.0,1.0
Estimate Ancestry Total Population Welsh,0,14,0.0,1.0
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,14,0.0,1.0
Estimate Computers And Internet Use Total Households,1779,186,1779,(X)
Estimate Computers And Internet Use Total Households With A Computer,1439,190,80.9,5.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1173,208,65.9,9.1
