Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,693,185,693,(X)
Estimate Households By Type Total Households Married-Couple Household,351,114,50.6,15.1
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,143,98,20.6,12.7
Estimate Households By Type Total Households Cohabiting Couple Household,21,34,3.0,5.1
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,5.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",44,50,6.3,7.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,5.6
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",20,33,2.9,4.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",20,33,2.9,4.9
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",277,168,40.0,16.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",91,98,13.1,13.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",155,158,22.4,19.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",127,158,18.3,19.6
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,234,146,33.8,17.9
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,285,178,41.1,20.5
Estimate Households By Type Total Households Average Household Size,2.30,0.35,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.73,0.26,(X),(X)
Estimate Relationship Population In Households,1597,383,1597,(X)
Estimate Relationship Population In Households Householder,693,185,43.4,6.5
Estimate Relationship Population In Households Spouse,359,121,22.5,5.7
Estimate Relationship Population In Households Unmarried Partner,23,36,1.4,2.3
Estimate Relationship Population In Households Child,469,168,29.4,6.3
Estimate Relationship Population In Households Other Relatives,32,36,2.0,2.1
Estimate Relationship Population In Households Other Nonrelatives,21,32,1.3,2.0
Estimate Marital Status Males 15 Years And Over,577,141,577,(X)
Estimate Marital Status Males 15 Years And Over Never Married,78,59,13.5,9.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",410,130,71.1,14.0
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,6.7
Estimate Marital Status Males 15 Years And Over Widowed,0,13,0.0,6.7
Estimate Marital Status Males 15 Years And Over Divorced,89,71,15.4,12.1
Estimate Marital Status Females 15 Years And Over,804,232,804,(X)
Estimate Marital Status Females 15 Years And Over Never Married,218,186,27.1,17.9
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",360,122,44.8,13.9
Estimate Marital Status Females 15 Years And Over Separated,0,13,0.0,4.8
Estimate Marital Status Females 15 Years And Over Widowed,99,62,12.3,8.2
Estimate Marital Status Females 15 Years And Over Divorced,127,110,15.8,13.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,0,13,0,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,184,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,105,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,309,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,755,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,154,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,32,36,32,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,58.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,58.2
