Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1473,196,1473,(X)
Estimate Households By Type Total Households Married-Couple Household,542,207,36.8,13.3
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,228,170,15.5,11.1
Estimate Households By Type Total Households Cohabiting Couple Household,57,87,3.9,5.9
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,57,87,3.9,5.9
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",305,173,20.7,11.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",58,87,3.9,5.8
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",176,122,11.9,8.3
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",87,97,5.9,6.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",569,188,38.6,12.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",247,123,16.8,8.2
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",144,102,9.8,6.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",68,80,4.6,5.3
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,681,195,46.2,11.1
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,468,143,31.8,9.4
Estimate Households By Type Total Households Average Household Size,3.38,0.55,(X),(X)
Estimate Households By Type Total Households Average Family Size,4.05,0.52,(X),(X)
Estimate Relationship Population In Households,4976,958,4976,(X)
Estimate Relationship Population In Households Householder,1473,196,29.6,4.8
Estimate Relationship Population In Households Spouse,573,220,11.5,3.8
Estimate Relationship Population In Households Unmarried Partner,72,110,1.4,2.1
Estimate Relationship Population In Households Child,2286,670,45.9,6.9
Estimate Relationship Population In Households Other Relatives,433,289,8.7,5.5
Estimate Relationship Population In Households Other Nonrelatives,139,115,2.8,2.4
Estimate Marital Status Males 15 Years And Over,1825,393,1825,(X)
Estimate Marital Status Males 15 Years And Over Never Married,801,298,43.9,11.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",665,256,36.4,11.8
Estimate Marital Status Males 15 Years And Over Separated,49,57,2.7,3.1
Estimate Marital Status Males 15 Years And Over Widowed,99,101,5.4,5.6
Estimate Marital Status Males 15 Years And Over Divorced,211,134,11.6,7.3
Estimate Marital Status Females 15 Years And Over,1726,381,1726,(X)
