Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,1157,105,1157,(X)
Estimate Households By Type Total Households Married-Couple Household,765,86,66.1,4.5
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,320,61,27.7,4.5
Estimate Households By Type Total Households Cohabiting Couple Household,37,29,3.2,2.5
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,14,13,1.2,1.1
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",156,45,13.5,3.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",17,18,1.5,1.5
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",92,36,8.0,3.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",30,18,2.6,1.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",199,45,17.2,3.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",60,29,5.2,2.4
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",95,30,8.2,2.6
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",46,24,4.0,2.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,455,79,39.3,5.7
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,343,62,29.6,5.0
Estimate Households By Type Total Households Average Household Size,2.96,0.18,(X),(X)
Estimate Households By Type Total Households Average Family Size,3.35,0.21,(X),(X)
Estimate Relationship Population In Households,3427,306,3427,(X)
Estimate Relationship Population In Households Householder,1157,105,33.8,2.1
Estimate Relationship Population In Households Spouse,766,86,22.4,2.2
Estimate Relationship Population In Households Unmarried Partner,26,17,0.8,0.5
Estimate Relationship Population In Households Child,1291,195,37.7,3.4
Estimate Relationship Population In Households Other Relatives,170,67,5.0,1.9
Estimate Relationship Population In Households Other Nonrelatives,17,18,0.5,0.5
Estimate Marital Status Males 15 Years And Over,1494,163,1494,(X)
Estimate Marital Status Males 15 Years And Over Never Married,487,96,32.6,4.6
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",821,92,55.0,5.5
Estimate Marital Status Males 15 Years And Over Separated,50,45,3.3,2.9
Estimate Marital Status Males 15 Years And Over Widowed,15,14,1.0,0.9
Estimate Marital Status Males 15 Years And Over Divorced,121,49,8.1,3.1
Estimate Marital Status Females 15 Years And Over,1211,101,1211,(X)
Estimate Marital Status Females 15 Years And Over Never Married,223,53,18.4,4.0
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",764,89,63.1,5.0
Estimate Marital Status Females 15 Years And Over Separated,14,13,1.2,1.0
Estimate Marital Status Females 15 Years And Over Widowed,84,28,6.9,2.3
Estimate Marital Status Females 15 Years And Over Divorced,126,43,10.4,3.5
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,38,20,38,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",5,8,13.2,22.6
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",18,27,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",56,29,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,227,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",120,88,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",39,34,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,89,52,89,(X)
