Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Households By Type Total Households,380,68,380,(X)
Estimate Households By Type Total Households Married-Couple Household,124,38,32.6,9.2
Estimate Households By Type Total Households Married-Couple Household With Children Of The Householder Under 18 Years,42,17,11.1,4.8
Estimate Households By Type Total Households Cohabiting Couple Household,10,8,2.6,2.2
Estimate Households By Type Total Households Cohabiting Couple Household With Children Of The Householder Under 18 Years,0,13,0.0,9.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present",116,46,30.5,10.0
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",0,13,0.0,9.4
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone",68,35,17.9,8.2
"Estimate Households By Type Total Households Male Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",12,9,3.2,2.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present",130,39,34.2,8.5
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present With Children Of The Householder Under 18 Years",17,15,4.5,3.7
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone",87,29,22.9,7.0
"Estimate Households By Type Total Households Female Householder, No Spouse/Partner Present Householder Living Alone 65 Years And Over",47,21,12.4,5.1
Estimate Households By Type Total Households Households With One Or More People Under 18 Years,59,23,15.5,6.0
Estimate Households By Type Total Households Households With One Or More People 65 Years And Over,128,36,33.7,8.5
Estimate Households By Type Total Households Average Household Size,2.38,0.41,(X),(X)
Estimate Households By Type Total Households Average Family Size,2.73,0.39,(X),(X)
Estimate Relationship Population In Households,906,188,906,(X)
Estimate Relationship Population In Households Householder,380,68,41.9,7.2
Estimate Relationship Population In Households Spouse,126,32,13.9,3.8
Estimate Relationship Population In Households Unmarried Partner,8,7,0.9,0.8
Estimate Relationship Population In Households Child,110,38,12.1,4.3
Estimate Relationship Population In Households Other Relatives,9,14,1.0,1.6
Estimate Relationship Population In Households Other Nonrelatives,273,145,30.1,11.5
Estimate Marital Status Males 15 Years And Over,2408,287,2408,(X)
Estimate Marital Status Males 15 Years And Over Never Married,2223,263,92.3,1.7
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",141,39,5.9,1.7
Estimate Marital Status Males 15 Years And Over Separated,3,4,0.1,0.2
Estimate Marital Status Males 15 Years And Over Widowed,9,8,0.4,0.3
Estimate Marital Status Males 15 Years And Over Divorced,32,31,1.3,1.2
Estimate Marital Status Females 15 Years And Over,1957,213,1957,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1769,212,90.4,2.4
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",138,39,7.1,2.1
Estimate Marital Status Females 15 Years And Over Separated,4,5,0.2,0.3
