Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,20007,787,20007,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,12705,790,63.5,2.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,12667,794,63.3,2.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,12382,728,61.9,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,285,155,1.4,0.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,38,51,0.2,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,7302,549,36.5,2.6
Estimate Employment Status Civilian Labor Force,12667,794,12667,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.2,1.2
Estimate Employment Status Females 16 Years And Over,10422,595,10422,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,5906,606,56.7,3.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,5906,606,56.7,3.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,5781,522,55.5,2.9
Estimate Employment Status Own Children Of The Householder Under 6 Years,1928,406,1928,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1296,356,67.2,10.7
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,4280,616,4280,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,3119,633,72.9,7.7
Estimate Commuting To Work Workers 16 Years And Over,12303,726,12303,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",9841,703,80.0,3.4
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",786,290,6.4,2.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),36,58,0.3,0.5
Estimate Commuting To Work Workers 16 Years And Over Walked,94,81,0.8,0.7
Estimate Commuting To Work Workers 16 Years And Over Other Means,55,40,0.4,0.3
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1491,349,12.1,2.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),20.0,0.8,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,12382,728,12382,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",8032,672,64.9,3.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1035,283,8.4,2.1
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,2148,321,17.3,2.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",360,124,2.9,1.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",807,247,6.5,2.1
Estimate Industry Civilian Employed Population 16 Years And Over,12382,728,12382,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",53,58,0.4,0.5
Estimate Industry Civilian Employed Population 16 Years And Over Construction,378,148,3.1,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1022,235,8.3,1.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,477,145,3.9,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1113,255,9.0,2.0
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",1103,266,8.9,2.2
Estimate Industry Civilian Employed Population 16 Years And Over Information,220,152,1.8,1.2
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1431,396,11.6,2.9
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",1477,312,11.9,2.5
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",3220,420,26.0,3.3
