Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,10584,745,10584,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,8146,643,77.0,2.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,8139,643,76.9,2.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,7780,617,73.5,3.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,359,152,3.4,1.4
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,7,9,0.1,0.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,2438,345,23.0,2.8
Estimate Employment Status Civilian Labor Force,8139,643,8139,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.4,1.8
Estimate Employment Status Females 16 Years And Over,5316,432,5316,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,3795,364,71.4,3.9
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,3795,364,71.4,3.9
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,3642,366,68.5,4.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,805,298,805,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,677,289,84.1,11.1
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,1651,350,1651,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1437,363,87.0,6.2
Estimate Commuting To Work Workers 16 Years And Over,7739,613,7739,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",5391,487,69.7,4.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",704,328,9.1,3.9
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),25,40,0.3,0.5
Estimate Commuting To Work Workers 16 Years And Over Walked,162,105,2.1,1.3
Estimate Commuting To Work Workers 16 Years And Over Other Means,277,140,3.6,1.8
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1180,289,15.2,3.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),22.9,2.1,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,7780,617,7780,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",4767,517,61.3,4.1
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,697,201,9.0,2.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1617,239,20.8,3.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",327,130,4.2,1.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",372,133,4.8,1.7
Estimate Industry Civilian Employed Population 16 Years And Over,7780,617,7780,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",55,36,0.7,0.5
