Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,7815,687,7815,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,4643,528,59.4,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,4643,528,59.4,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,4418,510,56.5,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,225,88,2.9,1.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,19,0.0,0.5
Estimate Employment Status Population 16 Years And Over Not In Labor Force,3172,343,40.6,3.4
Estimate Employment Status Civilian Labor Force,4643,528,4643,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.8,1.8
Estimate Employment Status Females 16 Years And Over,3999,366,3999,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,2193,332,54.8,5.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,2193,332,54.8,5.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,2085,317,52.1,5.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,374,149,374,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,275,117,73.5,20.1
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,1240,294,1240,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,979,271,79.0,12.8
Estimate Commuting To Work Workers 16 Years And Over,4355,497,4355,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",3633,424,83.4,6.2
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",242,95,5.6,2.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),21,32,0.5,0.7
Estimate Commuting To Work Workers 16 Years And Over Walked,67,62,1.5,1.4
