Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,3012,309,3012,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1043,214,34.6,5.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1043,214,34.6,5.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,973,197,32.3,5.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,70,52,2.3,1.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,14,0.0,1.4
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1969,251,65.4,5.7
Estimate Employment Status Civilian Labor Force,1043,214,1043,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),6.7,4.6
Estimate Employment Status Females 16 Years And Over,1021,172,1021,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,471,117,46.1,9.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,471,117,46.1,9.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,421,106,41.2,8.5
Estimate Employment Status Own Children Of The Householder Under 6 Years,217,104,217,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,167,93,77.0,19.5
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,369,124,369,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,202,81,54.7,18.9
Estimate Commuting To Work Workers 16 Years And Over,949,200,949,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",772,183,81.3,6.9
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",109,72,11.5,6.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,14,0.0,4.4
Estimate Commuting To Work Workers 16 Years And Over Walked,22,24,2.3,2.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,18,24,1.9,2.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,28,23,3.0,2.5
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.1,3.2,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,973,197,973,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",252,105,25.9,9.5
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,140,55,14.4,5.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,241,81,24.8,7.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",163,78,16.8,7.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",177,104,18.2,8.8
Estimate Industry Civilian Employed Population 16 Years And Over,973,197,973,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",51,67,5.2,6.7
Estimate Industry Civilian Employed Population 16 Years And Over Construction,92,56,9.5,5.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,141,115,14.5,11.0
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,15,15,1.5,1.5
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,133,49,13.7,5.1
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",148,99,15.2,9.0
Estimate Industry Civilian Employed Population 16 Years And Over Information,9,12,0.9,1.2
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",32,26,3.3,2.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",68,42,7.0,4.2
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",181,57,18.6,5.4
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",42,37,4.3,3.6
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",44,33,4.5,3.7
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,17,17,1.7,1.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,973,197,973,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,825,181,84.8,5.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,80,37,8.2,3.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,68,47,7.0,4.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,14,0.0,4.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,922,136,922,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",74,48,8.0,4.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",48,25,5.2,2.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",97,44,10.5,4.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",80,39,8.7,4.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",164,68,17.8,7.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",135,58,14.6,6.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",91,50,9.9,4.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",172,101,18.7,9.9
