Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,507,210,507,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,273,120,53.8,18.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,273,120,53.8,18.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,248,116,48.9,19.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,25,36,4.9,7.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,7.6
Estimate Employment Status Population 16 Years And Over Not In Labor Force,234,156,46.2,18.9
Estimate Employment Status Civilian Labor Force,273,120,273,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),9.2,13.4
Estimate Employment Status Females 16 Years And Over,246,98,246,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,122,67,49.6,19.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,122,67,49.6,19.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,122,67,49.6,19.0
Estimate Employment Status Own Children Of The Householder Under 6 Years,55,36,55,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,35,29,63.6,44.9
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,68,50,68,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,68,50,100.0,39.9
Estimate Commuting To Work Workers 16 Years And Over,248,116,248,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",132,74,53.2,15.6
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",106,59,42.7,14.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,14.9
Estimate Commuting To Work Workers 16 Years And Over Walked,0,13,0.0,14.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,10,15,4.0,5.9
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,0,13,0.0,14.9
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),47.0,17.5,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,248,116,248,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",22,33,8.9,13.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,111,83,44.8,22.9
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,36,28,14.5,11.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",79,53,31.9,15.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",0,13,0.0,14.9
Estimate Industry Civilian Employed Population 16 Years And Over,248,116,248,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,13,0.0,14.9
Estimate Industry Civilian Employed Population 16 Years And Over Construction,79,53,31.9,15.6
