Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2611,284,2611,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1283,179,49.1,4.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1283,179,49.1,4.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1207,165,46.2,3.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,76,59,2.9,2.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,1.5
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1328,174,50.9,4.0
Estimate Employment Status Civilian Labor Force,1283,179,1283,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.9,4.2
Estimate Employment Status Females 16 Years And Over,1241,147,1241,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,554,103,44.6,5.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,554,103,44.6,5.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,546,103,44.0,5.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,125,64,125,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,88,44,70.4,23.7
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,436,110,436,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,293,91,67.2,12.0
Estimate Commuting To Work Workers 16 Years And Over,1194,164,1194,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",1008,153,84.4,4.4
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",119,44,10.0,3.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,3.3
Estimate Commuting To Work Workers 16 Years And Over Walked,14,19,1.2,1.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,20,22,1.7,1.8
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,33,25,2.8,2.1
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),34.3,2.7,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1207,165,1207,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",298,106,24.7,7.6
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,212,77,17.6,5.4
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,256,74,21.2,5.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",167,54,13.8,4.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",274,83,22.7,6.4
Estimate Industry Civilian Employed Population 16 Years And Over,1207,165,1207,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",18,19,1.5,1.5
Estimate Industry Civilian Employed Population 16 Years And Over Construction,111,49,9.2,3.8
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,216,64,17.9,5.2
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,11,13,0.9,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,213,79,17.6,5.7
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",84,50,7.0,4.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,7,10,0.6,0.8
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",23,20,1.9,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",80,52,6.6,4.1
