Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,679,271,679,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,387,265,57.0,22.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,387,265,57.0,22.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,387,265,57.0,22.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,0,11,0.0,4.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,11,0.0,4.0
Estimate Employment Status Population 16 Years And Over Not In Labor Force,292,117,43.0,22.4
Estimate Employment Status Civilian Labor Force,387,265,387,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),0.0,6.9
Estimate Employment Status Females 16 Years And Over,406,148,406,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,276,155,68.0,19.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,276,155,68.0,19.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,276,155,68.0,19.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,85,84,85,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,46,74,54.1,54.1
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,49,74,49,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,0,11,0.0,39.0
Estimate Commuting To Work Workers 16 Years And Over,351,263,351,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",351,263,100.0,7.5
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",0,11,0.0,7.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,11,0.0,7.5
Estimate Commuting To Work Workers 16 Years And Over Walked,0,11,0.0,7.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,11,0.0,7.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,0,11,0.0,7.5
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),7.6,1.2,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,387,265,387,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",78,86,20.2,13.3
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,78,56,20.2,23.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,42,37,10.9,13.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",0,11,0.0,6.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",189,188,48.8,24.5
Estimate Industry Civilian Employed Population 16 Years And Over,387,265,387,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,11,0.0,6.9
Estimate Industry Civilian Employed Population 16 Years And Over Construction,0,11,0.0,6.9
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,180,190,46.5,27.4
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,11,0.0,6.9
