Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,223,64,223,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,89,42,39.9,14.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,89,42,39.9,14.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,73,31,32.7,12.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,16,25,7.2,10.4
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,10,0.0,9.6
Estimate Employment Status Population 16 Years And Over Not In Labor Force,134,52,60.1,14.9
Estimate Employment Status Civilian Labor Force,89,42,89,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),18.0,23.1
Estimate Employment Status Females 16 Years And Over,113,40,113,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,44,27,38.9,18.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,44,27,38.9,18.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,28,14,24.8,14.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,8,11,8,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,6,11,75.0,38.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3,4,3,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,3,4,100.0,100.0
Estimate Commuting To Work Workers 16 Years And Over,71,31,71,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",46,27,64.8,25.6
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",17,19,23.9,23.0
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,10,0.0,26.6
Estimate Commuting To Work Workers 16 Years And Over Walked,2,3,2.8,3.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,1,2,1.4,3.0
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,5,8,7.0,10.4
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),19.9,3.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,73,31,73,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",20,16,27.4,13.9
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,10,7,13.7,8.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,16,13,21.9,15.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",17,14,23.3,15.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",10,9,13.7,12.1
Estimate Industry Civilian Employed Population 16 Years And Over,73,31,73,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",7,11,9.6,12.7
Estimate Industry Civilian Employed Population 16 Years And Over Construction,11,12,15.1,14.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,7,8,9.6,10.6
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,3,4,4.1,6.1
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,10,8,13.7,10.4
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",4,4,5.5,5.9
Estimate Industry Civilian Employed Population 16 Years And Over Information,15,18,20.5,21.9
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",4,4,5.5,4.9
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",0,10,0.0,26.0
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",7,7,9.6,8.9
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",2,6,2.7,7.9
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",2,4,2.7,4.9
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,1,3,1.4,3.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,73,31,73,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,51,22,69.9,17.5
