Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,1167,253,1167,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,581,168,49.8,8.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,581,168,49.8,8.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,511,140,43.8,7.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,70,53,6.0,4.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,3.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,586,157,50.2,8.6
Estimate Employment Status Civilian Labor Force,581,168,581,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),12.0,7.4
Estimate Employment Status Females 16 Years And Over,612,175,612,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,250,103,40.8,11.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,250,103,40.8,11.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,250,103,40.8,11.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,69,57,69,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,49,40,71.0,36.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,235,131,235,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,151,110,64.3,28.1
Estimate Commuting To Work Workers 16 Years And Over,509,140,509,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",441,142,86.6,8.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",28,29,5.5,5.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,7.1
Estimate Commuting To Work Workers 16 Years And Over Walked,19,18,3.7,3.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,4,6,0.8,1.2
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,17,15,3.3,3.4
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),31.1,5.5,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,511,140,511,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",172,78,33.7,11.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,37,36,7.2,6.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,125,60,24.5,9.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",42,29,8.2,5.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",135,66,26.4,12.4
Estimate Industry Civilian Employed Population 16 Years And Over,511,140,511,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",25,23,4.9,4.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,19,26,3.7,5.0
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,136,74,26.6,11.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,13,0.0,7.1
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,98,53,19.2,9.4
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",47,37,9.2,6.7
Estimate Industry Civilian Employed Population 16 Years And Over Information,8,12,1.6,2.4
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",5,9,1.0,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",9,15,1.8,2.9
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",100,60,19.6,9.4
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",12,15,2.3,2.8
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",45,42,8.8,7.6
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,7,12,1.4,2.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,511,140,511,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,377,113,73.8,11.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,87,64,17.0,10.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,47,41,9.2,7.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,13,0.0,7.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,587,132,587,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",13,20,2.2,3.3
