Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,1640,275,1640,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,964,207,58.8,7.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,933,199,56.9,7.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,915,196,55.8,7.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,18,16,1.1,1.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,31,33,1.9,1.9
Estimate Employment Status Population 16 Years And Over Not In Labor Force,676,157,41.2,7.1
Estimate Employment Status Civilian Labor Force,933,199,933,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),1.9,1.7
Estimate Employment Status Females 16 Years And Over,858,159,858,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,492,127,57.3,9.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,492,127,57.3,9.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,477,123,55.6,9.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,221,138,221,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,214,138,96.8,4.3
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,190,87,190,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,148,86,77.9,17.7
Estimate Commuting To Work Workers 16 Years And Over,931,201,931,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",811,181,87.1,5.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",83,46,8.9,4.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,3.9
Estimate Commuting To Work Workers 16 Years And Over Walked,4,6,0.4,0.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,13,0.0,3.9
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,33,27,3.5,2.8
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),26.0,3.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,915,196,915,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",318,117,34.8,8.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,161,65,17.6,5.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,142,54,15.5,5.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",142,61,15.5,5.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",152,62,16.6,7.2
Estimate Industry Civilian Employed Population 16 Years And Over,915,196,915,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",20,24,2.2,2.5
Estimate Industry Civilian Employed Population 16 Years And Over Construction,69,34,7.5,3.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,139,79,15.2,8.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,13,0.0,4.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,97,48,10.6,5.0
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",53,33,5.8,3.6
Estimate Industry Civilian Employed Population 16 Years And Over Information,37,32,4.0,3.2
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",46,31,5.0,3.1
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",58,31,6.3,3.5
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",249,99,27.2,7.2
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",60,32,6.6,3.4
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",14,10,1.5,1.1
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,73,58,8.0,5.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,915,196,915,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,597,146,65.2,13.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,262,159,28.6,14.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,56,35,6.1,3.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,13,0.0,4.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,787,135,787,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",37,18,4.7,2.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",45,35,5.7,4.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",69,30,8.8,4.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",40,24,5.1,3.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",115,47,14.6,6.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",123,49,15.6,5.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",131,61,16.6,6.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",183,94,23.3,9.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",36,29,4.6,3.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",8,14,1.0,1.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),64931,18438,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),74432,9460,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,610,131,77.5,6.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),77121,12265,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,268,59,34.1,7.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),22716,2830,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,165,46,21.0,5.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),19773,7410,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,91,49,11.6,6.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),11342,2920,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,23,23,2.9,2.9
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income Mean Cash Public Assistance Income (Dollars),1743,998,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Food Stamp/Snap Benefits In The Past 12 Months,90,51,11.4,6.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families,600,126,600,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families Less Than $10,000",14,13,2.3,2.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $10,000 To $14,999",16,22,2.7,3.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $15,000 To $24,999",40,23,6.7,4.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $25,000 To $34,999",27,20,4.5,3.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $35,000 To $49,999",89,49,14.8,8.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $50,000 To $74,999",93,36,15.5,5.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $75,000 To $99,999",123,60,20.5,8.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $100,000 To $149,999",157,89,26.2,12.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $150,000 To $199,999",33,28,5.5,4.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $200,000 Or More",8,14,1.3,2.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families Median Family Income (Dollars),77283,14137,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families Mean Family Income (Dollars),82981,11075,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Per Capita Income (Dollars),28489,3889,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Nonfamily Households,187,53,187,(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Nonfamily Households Median Nonfamily Income (Dollars),27625,17015,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Nonfamily Households Mean Nonfamily Income (Dollars),41217,13963,(X),(X)
