Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,237,40,237,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,173,36,73.0,6.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,173,36,73.0,6.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,166,36,70.0,6.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,7,6,3.0,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,9,0.0,8.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,64,16,27.0,6.4
Estimate Employment Status Civilian Labor Force,173,36,173,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.0,3.3
Estimate Employment Status Females 16 Years And Over,103,21,103,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,76,20,73.8,10.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,76,20,73.8,10.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,72,20,69.9,10.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,22,21,22,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,22,21,100.0,49.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,47,23,47,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,46,23,97.9,5.9
Estimate Commuting To Work Workers 16 Years And Over,164,36,164,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",146,35,89.0,6.1
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",16,10,9.8,5.9
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),2,2,1.2,1.5
Estimate Commuting To Work Workers 16 Years And Over Walked,0,9,0.0,11.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,9,0.0,11.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,0,9,0.0,11.5
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),19.0,2.5,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,166,36,166,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",42,21,25.3,10.9
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,9,10,5.4,5.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,53,15,31.9,7.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",28,15,16.9,8.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",34,14,20.5,7.6
Estimate Industry Civilian Employed Population 16 Years And Over,166,36,166,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,9,0.0,11.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,20,15,12.0,8.6
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,22,15,13.3,8.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,9,0.0,11.3
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,30,17,18.1,8.9
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",10,7,6.0,4.6
Estimate Industry Civilian Employed Population 16 Years And Over Information,10,8,6.0,4.6
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",10,9,6.0,5.1
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",5,4,3.0,2.6
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",46,18,27.7,9.1
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",0,9,0.0,11.3
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",7,7,4.2,4.5
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,6,7,3.6,4.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,166,36,166,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,139,32,83.7,7.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,22,12,13.3,6.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,4,5,2.4,3.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,1,2,0.6,1.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,116,21,116,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",5,6,4.3,5.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",1,3,0.9,2.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",1,2,0.9,2.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",2,3,1.7,2.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",18,12,15.5,9.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",46,18,39.7,11.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",12,6,10.3,5.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",23,10,19.8,8.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",6,6,5.2,4.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",2,3,1.7,2.9
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),65179,11044,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),77289,8639,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,99,24,85.3,9.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),76262,10547,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,28,16,24.1,13.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),21125,4632,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,26,14,22.4,11.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),20738,9414,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,2,3,1.7,2.8
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),-999999999,-999999999,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,4,4,3.4,3.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income Mean Cash Public Assistance Income (Dollars),-999999999,-999999999,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Food Stamp/Snap Benefits In The Past 12 Months,9,7,7.8,6.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families,84,20,84,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families Less Than $10,000",0,9,0.0,21.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $10,000 To $14,999",1,3,1.2,3.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $15,000 To $24,999",0,9,0.0,21.0
