Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,1886,291,1886,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1064,195,56.4,7.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1064,195,56.4,7.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1050,193,55.7,7.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,14,10,0.7,0.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,11,0.0,1.4
Estimate Employment Status Population 16 Years And Over Not In Labor Force,822,216,43.6,7.9
Estimate Employment Status Civilian Labor Force,1064,195,1064,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),1.3,1.0
Estimate Employment Status Females 16 Years And Over,875,133,875,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,453,97,51.8,9.7
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,453,97,51.8,9.7
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,449,98,51.3,9.7
Estimate Employment Status Own Children Of The Householder Under 6 Years,136,55,136,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,96,50,70.6,18.0
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,257,111,257,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,96,45,37.4,20.4
Estimate Commuting To Work Workers 16 Years And Over,1011,190,1011,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",876,179,86.6,5.0
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",56,27,5.5,2.4
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,11,0.0,2.7
Estimate Commuting To Work Workers 16 Years And Over Walked,17,16,1.7,1.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,11,0.0,2.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,62,42,6.1,4.1
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.5,2.2,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1050,193,1050,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",290,97,27.6,8.2
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,174,85,16.6,6.9
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,167,58,15.9,4.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",170,72,16.2,6.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",249,86,23.7,7.0
Estimate Industry Civilian Employed Population 16 Years And Over,1050,193,1050,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",32,24,3.0,2.1
Estimate Industry Civilian Employed Population 16 Years And Over Construction,85,52,8.1,4.8
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,285,86,27.1,7.4
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,51,45,4.9,4.1
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,92,41,8.8,3.9
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",40,32,3.8,3.2
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,11,0.0,2.6
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",22,18,2.1,1.8
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",82,42,7.8,4.1
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",172,82,16.4,6.2
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",65,44,6.2,3.7
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",84,52,8.0,4.7
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,40,34,3.8,3.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,1050,193,1050,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,872,170,83.0,5.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,81,44,7.7,4.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,77,49,7.3,4.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,20,34,1.9,3.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,914,143,914,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",17,14,1.9,1.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",11,10,1.2,1.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",65,36,7.1,3.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",93,44,10.2,4.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",75,34,8.2,3.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",162,47,17.7,5.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",203,83,22.2,8.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",95,46,10.4,5.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",58,39,6.3,4.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",135,89,14.8,8.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),76809,7749,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),100986,14826,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,646,116,70.7,10.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),91051,16046,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,346,112,37.9,9.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),29682,7345,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,309,117,33.8,10.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),47266,21445,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,38,20,4.2,2.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),11397,1766,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,29,27,3.2,2.8
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income Mean Cash Public Assistance Income (Dollars),5710,1483,(X),(X)
