Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,447,283,447,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,363,318,81.2,28.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,363,318,81.2,28.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,363,318,81.2,28.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,0,12,0.0,7.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,12,0.0,7.5
Estimate Employment Status Population 16 Years And Over Not In Labor Force,84,75,18.8,28.3
Estimate Employment Status Civilian Labor Force,363,318,363,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),0.0,9.2
Estimate Employment Status Females 16 Years And Over,181,101,181,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,138,116,76.2,30.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,138,116,76.2,30.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,138,116,76.2,30.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,12,19,12,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,0,12,0.0,88.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,14,22,14,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,0,12,0.0,82.3
Estimate Commuting To Work Workers 16 Years And Over,363,318,363,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",331,316,91.2,14.5
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",0,12,0.0,9.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,12,0.0,9.2
Estimate Commuting To Work Workers 16 Years And Over Walked,0,12,0.0,9.2
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,12,0.0,9.2
