Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,133,48,133,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,84,32,63.2,12.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,84,32,63.2,12.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,84,32,63.2,12.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,0,10,0.0,17.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,10,0.0,17.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,49,28,36.8,12.9
Estimate Employment Status Civilian Labor Force,84,32,84,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),0.0,25.3
Estimate Employment Status Females 16 Years And Over,83,26,83,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,45,18,54.2,16.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,45,18,54.2,16.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,45,18,54.2,16.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,10,12,10,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,10,12,100.0,82.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,46,37,46,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,29,30,63.0,41.8
Estimate Commuting To Work Workers 16 Years And Over,84,32,84,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",58,29,69.0,17.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",13,12,15.5,13.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,10,0.0,25.3
Estimate Commuting To Work Workers 16 Years And Over Walked,9,8,10.7,9.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,10,0.0,25.3
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,4,5,4.8,6.0
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),26.8,9.0,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,84,32,84,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",18,12,21.4,15.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,18,16,21.4,13.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,14,12,16.7,12.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",7,8,8.3,8.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",27,15,32.1,15.1
Estimate Industry Civilian Employed Population 16 Years And Over,84,32,84,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",10,15,11.9,16.5
Estimate Industry Civilian Employed Population 16 Years And Over Construction,1,3,1.2,3.5
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,21,15,25.0,14.1
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,7,7,8.3,8.7
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,9,13,10.7,13.3
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",3,4,3.6,4.5
Estimate Industry Civilian Employed Population 16 Years And Over Information,2,3,2.4,3.8
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",2,3,2.4,3.5
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",4,5,4.8,6.0
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",8,7,9.5,8.1
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",11,11,13.1,10.7
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",3,4,3.6,4.8
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,3,4,3.6,4.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,84,32,84,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,57,24,67.9,15.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,12,9,14.3,9.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,13,12,15.5,12.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,2,5,2.4,5.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,78,24,78,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",6,6,7.7,6.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",2,3,2.6,4.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",11,7,14.1,8.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",6,11,7.7,12.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",12,10,15.4,11.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",22,13,28.2,14.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",6,5,7.7,6.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",7,6,9.0,7.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",0,10,0.0,26.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",6,10,7.7,11.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),50625,7899,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),63105,22436,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,57,21,73.1,13.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),65223,29476,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,29,11,37.2,12.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),18152,7701,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,20,10,25.6,12.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),16730,6476,(X),(X)
