Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,765,154,765,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,507,118,66.3,6.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,507,118,66.3,6.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,498,116,65.1,6.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,9,14,1.2,1.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,10,0.0,2.9
Estimate Employment Status Population 16 Years And Over Not In Labor Force,258,64,33.7,6.0
Estimate Employment Status Civilian Labor Force,507,118,507,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),1.8,2.7
Estimate Employment Status Females 16 Years And Over,315,64,315,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,203,56,64.4,9.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,203,56,64.4,9.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,203,56,64.4,9.0
Estimate Employment Status Own Children Of The Householder Under 6 Years,39,26,39,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,33,24,84.6,19.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,165,72,165,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,138,65,83.6,15.9
Estimate Commuting To Work Workers 16 Years And Over,487,113,487,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",435,103,89.3,6.9
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",14,15,2.9,2.9
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,10,0.0,4.5
Estimate Commuting To Work Workers 16 Years And Over Walked,10,13,2.1,2.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,12,13,2.5,2.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,16,15,3.3,3.0
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),23.7,3.2,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,498,116,498,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",167,65,33.5,9.1
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,30,21,6.0,4.0
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,39,19,7.8,4.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",102,50,20.5,8.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",160,61,32.1,10.4
Estimate Industry Civilian Employed Population 16 Years And Over,498,116,498,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",25,19,5.0,3.6
Estimate Industry Civilian Employed Population 16 Years And Over Construction,63,39,12.7,6.8
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,163,61,32.7,9.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,10,0.0,4.4
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,44,23,8.8,4.7
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",29,23,5.8,4.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,2,3,0.4,0.7
