Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,34726,1179,34726,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,22127,1076,63.7,2.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,22058,1078,63.5,2.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,21233,971,61.1,1.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,825,280,2.4,0.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,69,59,0.2,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,12599,753,36.3,2.0
Estimate Employment Status Civilian Labor Force,22058,1078,22058,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.7,1.2
Estimate Employment Status Females 16 Years And Over,17822,873,17822,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,10452,789,58.6,2.9
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,10445,788,58.6,2.9
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,10001,725,56.1,2.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,3739,675,3739,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1885,428,50.4,13.7
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,8921,869,8921,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,6359,900,71.3,7.7
Estimate Commuting To Work Workers 16 Years And Over,20597,884,20597,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",14577,980,70.8,3.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",2419,703,11.7,3.4
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),33,53,0.2,0.3
Estimate Commuting To Work Workers 16 Years And Over Walked,147,92,0.7,0.4
Estimate Commuting To Work Workers 16 Years And Over Other Means,326,153,1.6,0.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,3095,412,15.0,1.9
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),38.6,2.0,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,21233,971,21233,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",7607,619,35.8,2.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,3620,523,17.0,2.2
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,5847,649,27.5,2.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",1646,306,7.8,1.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",2513,440,11.8,2.0
Estimate Industry Civilian Employed Population 16 Years And Over,21233,971,21233,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",353,135,1.7,0.6
Estimate Industry Civilian Employed Population 16 Years And Over Construction,1043,316,4.9,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1976,456,9.3,2.2
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,604,305,2.8,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,2959,493,13.9,2.3
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",1332,264,6.3,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Information,410,163,1.9,0.8
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1819,412,8.6,1.9
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",2755,379,13.0,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",4333,561,20.4,2.5
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",1927,467,9.1,2.2
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",634,215,3.0,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,1088,333,5.1,1.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,21233,971,21233,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,17452,960,82.2,2.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,2782,469,13.1,2.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,981,224,4.6,1.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,18,29,0.1,0.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,14714,619,14714,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",520,159,3.5,1.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",242,116,1.6,0.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",306,123,2.1,0.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",590,161,4.0,1.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",1527,308,10.4,2.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",3067,442,20.8,2.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",2502,340,17.0,2.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",3745,438,25.5,2.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",1442,404,9.8,2.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",773,195,5.3,1.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),83500,4520,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),96215,4716,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,11897,525,80.9,2.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),94119,5065,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,4539,407,30.8,2.6
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),24770,1139,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,3599,426,24.5,2.6
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),29891,3854,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,596,200,4.1,1.3
