Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,777,146,777,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,452,109,58.2,8.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,452,109,58.2,8.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,420,106,54.1,8.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,32,18,4.1,2.2
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,12,0.0,4.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,325,89,41.8,8.5
Estimate Employment Status Civilian Labor Force,452,109,452,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),7.1,4.0
Estimate Employment Status Females 16 Years And Over,380,86,380,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,230,73,60.5,11.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,230,73,60.5,11.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,222,72,58.4,10.9
Estimate Employment Status Own Children Of The Householder Under 6 Years,70,42,70,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,44,30,62.9,28.9
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,172,73,172,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,136,63,79.1,16.7
Estimate Commuting To Work Workers 16 Years And Over,420,106,420,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",360,93,85.7,6.6
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",22,16,5.2,3.7
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,12,0.0,7.4
Estimate Commuting To Work Workers 16 Years And Over Walked,16,22,3.8,5.3
Estimate Commuting To Work Workers 16 Years And Over Other Means,3,6,0.7,1.4
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,19,23,4.5,5.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),23.3,4.1,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,420,106,420,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",145,65,34.5,10.4
