Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,23909,948,23909,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,18356,913,76.8,2.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,18334,911,76.7,1.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,17877,919,74.8,2.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,457,172,1.9,0.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,22,24,0.1,0.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,5553,489,23.2,2.0
Estimate Employment Status Civilian Labor Force,18334,911,18334,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.5,0.9
Estimate Employment Status Females 16 Years And Over,12365,545,12365,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,9045,513,73.2,2.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,9045,513,73.2,2.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,8891,521,71.9,2.6
Estimate Employment Status Own Children Of The Householder Under 6 Years,2408,402,2408,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,2115,376,87.8,5.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,5721,431,5721,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,5347,453,93.5,2.8
Estimate Commuting To Work Workers 16 Years And Over,17605,901,17605,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",13628,881,77.4,3.0
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",1066,220,6.1,1.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),376,136,2.1,0.8
Estimate Commuting To Work Workers 16 Years And Over Walked,151,106,0.9,0.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,59,39,0.3,0.2
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2325,474,13.2,2.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.5,2.9,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,17877,919,17877,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",8401,656,47.0,3.6
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,2229,387,12.5,1.9
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,4216,734,23.6,3.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",1132,318,6.3,1.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1899,242,10.6,1.4
Estimate Industry Civilian Employed Population 16 Years And Over,17877,919,17877,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",49,42,0.3,0.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,942,274,5.3,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,2271,364,12.7,1.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,429,149,2.4,0.8
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,2256,549,12.6,2.8
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",1131,223,6.3,1.3
Estimate Industry Civilian Employed Population 16 Years And Over Information,421,125,2.4,0.7
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1668,297,9.3,1.6
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",2003,340,11.2,2.0
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",4114,432,23.0,2.6
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",926,286,5.2,1.5
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",784,268,4.4,1.5
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,883,214,4.9,1.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,17877,919,17877,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,14987,999,83.8,2.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,2532,341,14.2,2.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,358,117,2.0,0.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,20,0.0,0.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,11078,373,11078,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",174,97,1.6,0.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",101,47,0.9,0.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",328,100,3.0,0.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",355,105,3.2,0.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",764,221,6.9,1.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",1419,233,12.8,2.1
