Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,1046,261,1046,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,707,208,67.6,10.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,707,208,67.6,10.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,695,210,66.4,10.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,12,18,1.1,1.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,3.7
Estimate Employment Status Population 16 Years And Over Not In Labor Force,339,131,32.4,10.0
Estimate Employment Status Civilian Labor Force,707,208,707,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),1.7,2.7
Estimate Employment Status Females 16 Years And Over,551,186,551,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,362,155,65.7,12.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,362,155,65.7,12.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,350,154,63.5,12.3
Estimate Employment Status Own Children Of The Householder Under 6 Years,25,12,25,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,25,12,100.0,65.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,120,64,120,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,110,66,91.7,15.0
Estimate Commuting To Work Workers 16 Years And Over,695,210,695,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",561,188,80.7,10.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",91,76,13.1,10.4
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,5.6
Estimate Commuting To Work Workers 16 Years And Over Walked,8,12,1.2,1.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,13,0.0,5.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,35,39,5.0,5.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),25.7,4.1,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,695,210,695,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",148,79,21.3,11.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,160,129,23.0,15.7
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,112,65,16.1,8.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",128,75,18.4,9.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",147,80,21.2,10.3
Estimate Industry Civilian Employed Population 16 Years And Over,695,210,695,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",41,44,5.9,6.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,116,97,16.7,12.9
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,89,63,12.8,8.5
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,20,17,2.9,2.7
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,209,137,30.1,15.9
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",30,32,4.3,4.4
Estimate Industry Civilian Employed Population 16 Years And Over Information,4,8,0.6,1.1
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",16,24,2.3,3.5
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",27,30,3.9,4.6
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",68,47,9.8,8.1
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",26,23,3.7,3.1
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",7,12,1.0,2.0
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,42,61,6.0,8.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,695,210,695,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,474,171,68.2,13.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,99,72,14.2,10.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,107,101,15.4,13.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,15,27,2.2,3.8
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,526,139,526,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",9,13,1.7,2.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",0,13,0.0,7.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",59,43,11.2,7.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",43,38,8.2,7.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",151,122,28.7,18.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",115,58,21.9,13.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",86,57,16.3,10.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",46,43,8.7,8.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",8,13,1.5,2.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",9,14,1.7,2.6
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),50074,10502,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),60709,11774,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,439,138,83.5,9.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),49711,11515,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,241,124,45.8,16.4
