Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,4455,864,4455,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,3031,804,68.0,9.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,3008,812,67.5,9.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,2835,730,63.6,8.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,173,134,3.9,2.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,23,38,0.5,0.9
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1424,414,32.0,9.0
Estimate Employment Status Civilian Labor Force,3008,812,3008,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.8,3.6
Estimate Employment Status Females 16 Years And Over,2607,529,2607,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,1627,493,62.4,10.7
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,1620,494,62.1,10.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,1447,410,55.5,9.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,572,332,572,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,283,200,49.5,33.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,1125,670,1125,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,952,651,84.6,17.1
Estimate Commuting To Work Workers 16 Years And Over,2810,717,2810,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",2345,728,83.5,7.4
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",146,132,5.2,4.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),138,102,4.9,4.1
Estimate Commuting To Work Workers 16 Years And Over Walked,29,40,1.0,1.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,19,0.0,1.4
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,152,96,5.4,3.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),31.7,4.1,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,2835,730,2835,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",1068,367,37.7,8.8
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,470,219,16.6,6.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,637,277,22.5,8.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",365,236,12.9,6.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",295,132,10.4,5.0
Estimate Industry Civilian Employed Population 16 Years And Over,2835,730,2835,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,19,0.0,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,178,121,6.3,4.1
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,189,93,6.7,3.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,137,95,4.8,3.6
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,247,140,8.7,5.0
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",126,90,4.4,3.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,55,62,1.9,2.3
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",133,129,4.7,4.4
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",386,188,13.6,6.3
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",817,577,28.8,16.0
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",166,97,5.9,3.5
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",142,114,5.0,3.8
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,259,169,9.1,5.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,2835,730,2835,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,2160,516,76.2,6.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,612,308,21.6,7.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,63,59,2.2,2.2
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,19,0.0,1.4
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,2369,328,2369,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",137,100,5.8,4.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",83,73,3.5,3.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",238,113,10.0,4.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",164,99,6.9,4.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",270,155,11.4,6.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",429,175,18.1,7.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",139,114,5.9,4.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",603,270,25.5,9.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",196,142,8.3,6.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",110,76,4.6,3.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),67064,13074,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),81180,8371,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,1799,317,75.9,8.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),88295,10028,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,560,190,23.6,8.2
