Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,41914,1810,41914,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,29764,1661,71.0,1.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,29608,1659,70.6,1.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,28472,1573,67.9,2.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,1136,280,2.7,0.6
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,156,79,0.4,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,12150,854,29.0,1.9
Estimate Employment Status Civilian Labor Force,29608,1659,29608,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.8,0.9
Estimate Employment Status Females 16 Years And Over,21248,1034,21248,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,14307,981,67.3,2.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,14299,978,67.3,2.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,13573,896,63.9,2.7
Estimate Employment Status Own Children Of The Householder Under 6 Years,4226,636,4226,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,2697,576,63.8,10.1
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,8641,749,8641,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,6704,737,77.6,4.8
Estimate Commuting To Work Workers 16 Years And Over,28238,1553,28238,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",22147,1105,78.4,2.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",1695,319,6.0,1.1
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),46,40,0.2,0.1
Estimate Commuting To Work Workers 16 Years And Over Walked,122,84,0.4,0.3
Estimate Commuting To Work Workers 16 Years And Over Other Means,270,146,1.0,0.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,3958,848,14.0,2.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.0,1.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,28472,1573,28472,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",16246,1281,57.1,2.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,3264,505,11.5,1.7
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,5365,548,18.8,2.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",1543,284,5.4,0.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",2054,351,7.2,1.2
Estimate Industry Civilian Employed Population 16 Years And Over,28472,1573,28472,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",55,44,0.2,0.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,1684,344,5.9,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,2167,481,7.6,1.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,676,128,2.4,0.5
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,2671,434,9.4,1.4
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",1321,292,4.6,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Information,268,103,0.9,0.4
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",3407,613,12.0,1.9
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",3328,487,11.7,1.5
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",7763,744,27.3,2.3
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",2066,418,7.3,1.4
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",1193,326,4.2,1.1
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,1873,408,6.6,1.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,28472,1573,28472,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,22118,1366,77.7,2.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,5330,636,18.7,2.0
