Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,374,75,374,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,257,65,68.7,9.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,257,65,68.7,9.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,252,64,67.4,8.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,5,6,1.3,1.4
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,11,0.0,7.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,117,38,31.3,9.0
Estimate Employment Status Civilian Labor Force,257,65,257,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),1.9,2.0
Estimate Employment Status Females 16 Years And Over,179,39,179,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,106,31,59.2,13.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,106,31,59.2,13.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,104,31,58.1,13.3
Estimate Employment Status Own Children Of The Householder Under 6 Years,15,10,15,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,13,8,86.7,21.9
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,27,20,27,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,25,20,92.6,11.3
Estimate Commuting To Work Workers 16 Years And Over,252,64,252,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",205,59,81.3,9.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",10,8,4.0,3.1
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,11,0.0,10.3
Estimate Commuting To Work Workers 16 Years And Over Walked,7,5,2.8,2.1
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,11,0.0,10.3
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,30,23,11.9,8.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),25.2,8.5,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,252,64,252,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",75,25,29.8,8.1
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,23,13,9.1,5.4
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,94,40,37.3,10.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",38,24,15.1,9.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",22,19,8.7,6.7
Estimate Industry Civilian Employed Population 16 Years And Over,252,64,252,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",38,19,15.1,7.4
