Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,1910,304,1910,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,948,233,49.6,7.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,936,232,49.0,7.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,892,227,46.7,6.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,44,32,2.3,1.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,12,14,0.6,0.7
Estimate Employment Status Population 16 Years And Over Not In Labor Force,962,169,50.4,7.1
Estimate Employment Status Civilian Labor Force,936,232,936,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.7,3.4
Estimate Employment Status Females 16 Years And Over,1036,179,1036,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,435,128,42.0,9.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,432,129,41.7,9.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,399,116,38.5,8.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,50,35,50,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,22,28,44.0,36.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,298,150,298,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,227,139,76.2,13.8
Estimate Commuting To Work Workers 16 Years And Over,895,228,895,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",627,206,70.1,10.6
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",43,33,4.8,3.7
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,4.1
Estimate Commuting To Work Workers 16 Years And Over Walked,102,91,11.4,9.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,5,9,0.6,1.0
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,118,46,13.2,5.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),20.6,5.7,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,892,227,892,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",269,85,30.2,8.0
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,151,81,16.9,7.6
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,212,86,23.8,7.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",116,74,13.0,8.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",144,110,16.1,10.9
Estimate Industry Civilian Employed Population 16 Years And Over,892,227,892,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",11,13,1.2,1.5
Estimate Industry Civilian Employed Population 16 Years And Over Construction,51,56,5.7,6.1
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,102,53,11.4,5.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,8,11,0.9,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,65,47,7.3,5.4
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",60,39,6.7,4.2
Estimate Industry Civilian Employed Population 16 Years And Over Information,6,8,0.7,1.0
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",131,111,14.7,11.1
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",54,33,6.1,3.8
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",205,84,23.0,6.3
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",154,82,17.3,8.7
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",41,56,4.6,5.9
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,4,5,0.4,0.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,892,227,892,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,734,212,82.3,7.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,69,33,7.7,3.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,89,59,10.0,6.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,13,0.0,4.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,956,156,956,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",48,27,5.0,2.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",28,21,2.9,2.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",72,31,7.5,3.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",144,73,15.1,7.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",138,49,14.4,5.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",173,68,18.1,6.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",200,114,20.9,10.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",80,46,8.4,4.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",16,16,1.7,1.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",57,59,6.0,5.7
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),57549,9524,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),77027,20723,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,668,156,69.9,7.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),60078,9670,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,510,106,53.3,8.8
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),22472,3010,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,304,94,31.8,7.6
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),18620,5916,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,52,39,5.4,4.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),13188,6365,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,59,38,6.2,4.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income Mean Cash Public Assistance Income (Dollars),2956,1563,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Food Stamp/Snap Benefits In The Past 12 Months,162,68,16.9,7.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families,563,127,563,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families Less Than $10,000",7,7,1.2,1.2
