Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,21308,1497,21308,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,14618,1203,68.6,2.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,14595,1202,68.5,2.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,13833,1132,64.9,2.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,762,281,3.6,1.3
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,23,36,0.1,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,6690,767,31.4,2.9
Estimate Employment Status Civilian Labor Force,14595,1202,14595,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.2,1.8
Estimate Employment Status Females 16 Years And Over,10639,904,10639,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,6736,797,63.3,4.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,6713,794,63.1,4.2
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,6503,779,61.1,4.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,1948,405,1948,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1274,331,65.4,10.9
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3334,549,3334,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2434,556,73.0,8.2
Estimate Commuting To Work Workers 16 Years And Over,13503,1138,13503,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",8576,883,63.5,4.4
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",1970,477,14.6,3.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),1416,470,10.5,3.2
Estimate Commuting To Work Workers 16 Years And Over Walked,11,19,0.1,0.1
Estimate Commuting To Work Workers 16 Years And Over Other Means,49,48,0.4,0.4
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1481,452,11.0,3.3
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),32.9,1.8,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,13833,1132,13833,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",5619,704,40.6,3.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,2865,603,20.7,3.5
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,2344,410,16.9,2.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",1038,273,7.5,2.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1967,370,14.2,2.7
Estimate Industry Civilian Employed Population 16 Years And Over,13833,1132,13833,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",56,71,0.4,0.5
Estimate Industry Civilian Employed Population 16 Years And Over Construction,888,235,6.4,1.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1102,259,8.0,1.8
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,302,136,2.2,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1402,350,10.1,2.4
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",967,231,7.0,1.7
Estimate Industry Civilian Employed Population 16 Years And Over Information,300,190,2.2,1.3
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",858,385,6.2,2.6
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",2447,480,17.7,3.2
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",3091,447,22.3,2.8
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",1303,492,9.4,3.3
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",715,218,5.2,1.6
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,402,186,2.9,1.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,13833,1132,13833,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,10939,1047,79.1,2.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,1747,352,12.6,2.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,1130,267,8.2,1.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,17,27,0.1,0.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,9531,536,9531,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",347,159,3.6,1.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",266,150,2.8,1.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",711,223,7.5,2.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",648,219,6.8,2.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",741,253,7.8,2.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",1532,312,16.1,3.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",1097,243,11.5,2.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",1873,446,19.7,4.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",981,305,10.3,3.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",1335,303,14.0,3.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),87788,11965,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),117289,14725,(X),(X)
