Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,28060,541,28060,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,18842,853,67.1,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,18809,849,67.0,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,18177,800,64.8,2.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,632,287,2.3,1.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,33,31,0.1,0.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,9218,635,32.9,2.4
Estimate Employment Status Civilian Labor Force,18809,849,18809,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.4,1.5
Estimate Employment Status Females 16 Years And Over,15612,502,15612,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,9337,545,59.8,3.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,9327,545,59.7,3.0
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,9087,534,58.2,3.0
Estimate Employment Status Own Children Of The Householder Under 6 Years,2518,412,2518,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,2024,378,80.4,5.9
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,4632,556,4632,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,3432,476,74.1,11.1
Estimate Commuting To Work Workers 16 Years And Over,18005,824,18005,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",13836,734,76.8,3.0
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",852,245,4.7,1.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),161,90,0.9,0.5
Estimate Commuting To Work Workers 16 Years And Over Walked,433,163,2.4,0.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,138,72,0.8,0.4
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2585,524,14.4,2.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),20.2,0.9,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,18177,800,18177,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",11264,768,62.0,3.2
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1940,394,10.7,2.2
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,3147,415,17.3,2.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",549,272,3.0,1.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1277,299,7.0,1.7
Estimate Industry Civilian Employed Population 16 Years And Over,18177,800,18177,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",108,80,0.6,0.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,753,300,4.1,1.6
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1296,288,7.1,1.6
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,503,153,2.8,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1461,297,8.0,1.6
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",464,191,2.6,1.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,639,396,3.5,2.1
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1858,306,10.2,1.6
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",3112,412,17.1,2.4
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",5206,534,28.6,2.6
