Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,26090,443,26090,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,18282,683,70.1,2.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,18282,683,70.1,2.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,17422,679,66.8,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,860,333,3.3,1.3
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,28,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,7808,623,29.9,2.3
Estimate Employment Status Civilian Labor Force,18282,683,18282,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.7,1.8
Estimate Employment Status Females 16 Years And Over,13974,458,13974,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,9155,502,65.5,3.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,9155,502,65.5,3.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,8664,504,62.0,3.6
Estimate Employment Status Own Children Of The Householder Under 6 Years,1958,374,1958,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1423,298,72.7,11.7
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3466,400,3466,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2610,431,75.3,8.6
Estimate Commuting To Work Workers 16 Years And Over,17132,677,17132,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",14214,748,83.0,2.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",925,241,5.4,1.4
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),384,146,2.2,0.9
Estimate Commuting To Work Workers 16 Years And Over Walked,177,140,1.0,0.8
Estimate Commuting To Work Workers 16 Years And Over Other Means,125,81,0.7,0.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1307,264,7.6,1.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),32.9,1.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,17422,679,17422,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",8452,628,48.5,3.2
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,2257,473,13.0,2.6
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,3910,501,22.4,2.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",1542,298,8.9,1.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1261,315,7.2,1.8
Estimate Industry Civilian Employed Population 16 Years And Over,17422,679,17422,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",18,20,0.1,0.1
