Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,9769,390,9769,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,6927,357,70.9,3.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,6927,357,70.9,3.0
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,6671,350,68.3,3.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,256,100,2.6,1.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.4
Estimate Employment Status Population 16 Years And Over Not In Labor Force,2842,341,29.1,3.0
Estimate Employment Status Civilian Labor Force,6927,357,6927,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.7,1.4
Estimate Employment Status Females 16 Years And Over,5175,344,5175,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,3334,259,64.4,4.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,3334,259,64.4,4.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,3212,279,62.1,4.7
Estimate Employment Status Own Children Of The Householder Under 6 Years,1363,371,1363,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1249,375,91.6,7.5
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2163,285,2163,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1706,255,78.9,9.8
Estimate Commuting To Work Workers 16 Years And Over,6569,396,6569,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",4787,454,72.9,5.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",363,214,5.5,3.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),176,86,2.7,1.3
Estimate Commuting To Work Workers 16 Years And Over Walked,27,29,0.4,0.4
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,21,0.0,0.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1216,308,18.5,4.4
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),31.8,2.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,6671,350,6671,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",3834,424,57.5,5.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,524,152,7.9,2.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1733,301,26.0,4.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",255,117,3.8,1.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",325,202,4.9,3.0
Estimate Industry Civilian Employed Population 16 Years And Over,6671,350,6671,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,21,0.0,0.6
Estimate Industry Civilian Employed Population 16 Years And Over Construction,461,167,6.9,2.5
