Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2759,137,2759,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1802,172,65.3,5.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1795,171,65.1,5.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1704,167,61.8,5.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,91,57,3.3,2.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,7,11,0.3,0.4
Estimate Employment Status Population 16 Years And Over Not In Labor Force,957,162,34.7,5.5
Estimate Employment Status Civilian Labor Force,1795,171,1795,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),5.1,3.1
Estimate Employment Status Females 16 Years And Over,1548,127,1548,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,1001,134,64.7,6.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,1001,134,64.7,6.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,962,133,62.1,6.7
Estimate Employment Status Own Children Of The Householder Under 6 Years,101,40,101,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,91,37,90.1,16.7
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,483,145,483,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,440,154,91.1,11.2
Estimate Commuting To Work Workers 16 Years And Over,1703,169,1703,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",1305,152,76.6,6.1
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",66,46,3.9,2.7
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),21,20,1.2,1.2
Estimate Commuting To Work Workers 16 Years And Over Walked,34,31,2.0,1.8
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,13,0.0,2.3
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,277,104,16.3,5.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),35.1,5.8,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1704,167,1704,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",920,145,54.0,6.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,195,62,11.4,3.6
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,355,118,20.8,6.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",83,42,4.9,2.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",151,61,8.9,3.5
Estimate Industry Civilian Employed Population 16 Years And Over,1704,167,1704,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",14,15,0.8,0.9
Estimate Industry Civilian Employed Population 16 Years And Over Construction,95,50,5.6,2.9
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,151,61,8.9,3.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,51,43,3.0,2.4
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,221,103,13.0,5.8
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",21,22,1.2,1.3
Estimate Industry Civilian Employed Population 16 Years And Over Information,40,32,2.3,1.8
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",98,48,5.8,2.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",357,110,21.0,6.0
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",452,89,26.5,5.2
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",61,34,3.6,2.0
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",56,37,3.3,2.1
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,87,54,5.1,3.2
