Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,20671,1307,20671,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,14428,1304,69.8,3.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,14428,1304,69.8,3.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,13993,1276,67.7,3.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,435,190,2.1,0.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,25,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,6243,607,30.2,3.1
Estimate Employment Status Civilian Labor Force,14428,1304,14428,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.0,1.3
Estimate Employment Status Females 16 Years And Over,9875,699,9875,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,6746,729,68.3,4.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,6746,729,68.3,4.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,6540,719,66.2,4.1
Estimate Employment Status Own Children Of The Householder Under 6 Years,2250,569,2250,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1713,528,76.1,8.4
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,4191,492,4191,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,3279,512,78.2,6.9
Estimate Commuting To Work Workers 16 Years And Over,13641,1252,13641,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",9325,1004,68.4,3.0
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",1852,371,13.6,2.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),902,225,6.6,1.5
Estimate Commuting To Work Workers 16 Years And Over Walked,427,158,3.1,1.2
Estimate Commuting To Work Workers 16 Years And Over Other Means,617,283,4.5,2.0
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,518,185,3.8,1.3
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),30.1,1.7,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,13993,1276,13993,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",3610,587,25.8,3.6
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,3933,681,28.1,3.6
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,2806,475,20.1,3.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",1163,305,8.3,2.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",2481,516,17.7,3.2
Estimate Industry Civilian Employed Population 16 Years And Over,13993,1276,13993,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",31,43,0.2,0.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,1004,354,7.2,2.5
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1694,479,12.1,3.1
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,315,144,2.3,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1625,346,11.6,2.5
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",747,218,5.3,1.6
Estimate Industry Civilian Employed Population 16 Years And Over Information,98,58,0.7,0.4
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",809,205,5.8,1.4
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",1481,365,10.6,2.4
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",3117,491,22.3,2.6
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",1893,450,13.5,2.8
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",799,204,5.7,1.4
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,380,135,2.7,1.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,13993,1276,13993,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,11894,1197,85.0,2.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,1439,339,10.3,2.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,660,270,4.7,1.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,25,0.0,0.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,9339,543,9339,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",686,186,7.3,2.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",585,168,6.3,1.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",775,210,8.3,2.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",526,148,5.6,1.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",1250,378,13.4,3.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",1433,271,15.3,2.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",1337,240,14.3,2.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",1454,262,15.6,2.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",846,230,9.1,2.4
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",447,145,4.8,1.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),64885,10545,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),79980,4890,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,7540,553,80.7,3.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),85189,4950,(X),(X)
