Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,43086,747,43086,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,29666,840,68.9,1.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,29666,840,68.9,1.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,27587,821,64.0,1.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,2079,338,4.8,0.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,31,0.0,0.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,13420,741,31.1,1.6
Estimate Employment Status Civilian Labor Force,29666,840,29666,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),7.0,1.1
Estimate Employment Status Females 16 Years And Over,22715,784,22715,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,14699,735,64.7,2.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,14699,735,64.7,2.1
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,13974,726,61.5,2.3
Estimate Employment Status Own Children Of The Householder Under 6 Years,2728,471,2728,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1772,358,65.0,9.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,8065,643,8065,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,6215,627,77.1,5.5
Estimate Commuting To Work Workers 16 Years And Over,27047,777,27047,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",21042,795,77.8,1.9
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",2380,446,8.8,1.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),354,163,1.3,0.6
Estimate Commuting To Work Workers 16 Years And Over Walked,500,186,1.8,0.7
Estimate Commuting To Work Workers 16 Years And Over Other Means,394,152,1.5,0.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2377,460,8.8,1.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),27.5,1.0,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,27587,821,27587,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",10010,701,36.3,2.5
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,5453,621,19.8,2.2
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,6091,735,22.1,2.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",2117,384,7.7,1.4
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",3916,583,14.2,2.1
Estimate Industry Civilian Employed Population 16 Years And Over,27587,821,27587,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",41,46,0.1,0.2
Estimate Industry Civilian Employed Population 16 Years And Over Construction,1694,329,6.1,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,3457,514,12.5,1.9
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,616,166,2.2,0.6
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,3071,444,11.1,1.5
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",1196,275,4.3,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Information,535,186,1.9,0.7
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1606,310,5.8,1.1
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",3298,474,12.0,1.6
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",7499,608,27.2,2.1
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",2277,372,8.3,1.3
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",1147,231,4.2,0.8
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,1150,218,4.2,0.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,27587,821,27587,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,23224,920,84.2,1.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,3142,430,11.4,1.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,1221,271,4.4,1.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,31,0.0,0.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,18792,515,18792,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",722,183,3.8,1.0
