Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,594,182,594,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,406,145,68.4,8.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,406,145,68.4,8.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,378,135,63.6,8.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,28,30,4.7,4.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,6.5
Estimate Employment Status Population 16 Years And Over Not In Labor Force,188,69,31.6,8.9
Estimate Employment Status Civilian Labor Force,406,145,406,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),6.9,6.8
Estimate Employment Status Females 16 Years And Over,293,94,293,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,180,76,61.4,15.9
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,180,76,61.4,15.9
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,173,75,59.0,15.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,19,26,19,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,0,13,0.0,75.5
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,127,100,127,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,66,56,52.0,43.7
Estimate Commuting To Work Workers 16 Years And Over,364,138,364,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",303,130,83.2,14.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",44,52,12.1,13.8
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,10.4
Estimate Commuting To Work Workers 16 Years And Over Walked,0,13,0.0,10.4
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,13,0.0,10.4
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,17,18,4.7,4.8
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),25.5,4.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,378,135,378,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",147,75,38.9,12.7
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,38,32,10.1,8.1
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,43,31,11.4,7.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",105,64,27.8,12.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",45,38,11.9,9.1
