Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,6061,264,6061,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,4352,368,71.8,6.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,4352,368,71.8,6.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,4055,373,66.9,6.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,297,160,4.9,2.6
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,19,0.0,0.7
Estimate Employment Status Population 16 Years And Over Not In Labor Force,1709,427,28.2,6.5
Estimate Employment Status Civilian Labor Force,4352,368,4352,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),6.8,3.6
Estimate Employment Status Females 16 Years And Over,3056,230,3056,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,2074,247,67.9,8.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,2074,247,67.9,8.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,1990,245,65.1,8.3
Estimate Employment Status Own Children Of The Householder Under 6 Years,540,220,540,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,398,184,73.7,25.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,1397,264,1397,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1132,321,81.0,12.2
Estimate Commuting To Work Workers 16 Years And Over,3819,373,3819,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",2722,327,71.3,6.9
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",236,134,6.2,3.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),59,58,1.5,1.5
Estimate Commuting To Work Workers 16 Years And Over Walked,26,32,0.7,0.8
Estimate Commuting To Work Workers 16 Years And Over Other Means,29,32,0.8,0.8
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,747,262,19.6,6.4
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),38.0,4.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,4055,373,4055,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",2270,333,56.0,6.5
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,521,149,12.8,3.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,816,219,20.1,4.9
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",144,93,3.6,2.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",304,113,7.5,2.9
Estimate Industry Civilian Employed Population 16 Years And Over,4055,373,4055,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",37,42,0.9,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Construction,119,66,2.9,1.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,346,156,8.5,3.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,152,107,3.7,2.6
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,487,183,12.0,4.2
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",223,110,5.5,2.7
Estimate Industry Civilian Employed Population 16 Years And Over Information,60,50,1.5,1.2
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",203,110,5.0,2.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",933,235,23.0,5.5
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",968,206,23.9,4.9
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",269,129,6.6,3.0
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",92,71,2.3,1.8
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,166,103,4.1,2.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,4055,373,4055,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,3173,337,78.2,5.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,606,194,14.9,4.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,255,112,6.3,2.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,21,36,0.5,0.9
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,2651,174,2651,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",12,19,0.5,0.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",25,32,0.9,1.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",27,30,1.0,1.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",158,111,6.0,4.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",159,84,6.0,3.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",388,201,14.6,7.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",181,106,6.8,3.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",456,147,17.2,5.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",381,136,14.4,5.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",864,192,32.6,7.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),141250,27484,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),169167,20113,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,2192,210,82.7,7.2
