Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,19917,752,19917,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,11641,736,58.4,2.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,11634,737,58.4,2.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,11186,725,56.2,2.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,448,154,2.2,0.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,7,12,0.0,0.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,8276,616,41.6,2.8
Estimate Employment Status Civilian Labor Force,11634,737,11634,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.9,1.3
Estimate Employment Status Females 16 Years And Over,10148,502,10148,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,6022,508,59.3,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,6022,508,59.3,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,5743,484,56.6,3.7
Estimate Employment Status Own Children Of The Householder Under 6 Years,790,270,790,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,706,272,89.4,8.5
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2692,377,2692,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2343,398,87.0,6.5
Estimate Commuting To Work Workers 16 Years And Over,10910,729,10910,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",8399,638,77.0,3.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",779,222,7.1,2.0
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),69,58,0.6,0.5
Estimate Commuting To Work Workers 16 Years And Over Walked,686,190,6.3,1.7
Estimate Commuting To Work Workers 16 Years And Over Other Means,108,80,1.0,0.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,869,187,8.0,1.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.2,2.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,11186,725,11186,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",4301,543,38.4,3.9
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,2376,379,21.2,3.1
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,2340,402,20.9,3.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",950,210,8.5,1.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1219,260,10.9,2.4
Estimate Industry Civilian Employed Population 16 Years And Over,11186,725,11186,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",61,50,0.5,0.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,794,215,7.1,1.9
