Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,25188,653,25188,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,17006,689,67.5,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,17006,689,67.5,2.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,16377,732,65.0,2.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,629,212,2.5,0.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,28,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,8182,717,32.5,2.5
Estimate Employment Status Civilian Labor Force,17006,689,17006,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.7,1.3
Estimate Employment Status Females 16 Years And Over,12926,449,12926,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,7975,469,61.7,3.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,7975,469,61.7,3.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,7530,471,58.3,3.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,1815,313,1815,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1400,300,77.1,8.3
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,4927,485,4927,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,3865,473,78.4,5.6
Estimate Commuting To Work Workers 16 Years And Over,16047,714,16047,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",11793,743,73.5,2.6
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",680,230,4.2,1.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),453,160,2.8,1.0
Estimate Commuting To Work Workers 16 Years And Over Walked,418,128,2.6,0.8
Estimate Commuting To Work Workers 16 Years And Over Other Means,405,203,2.5,1.2
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2298,397,14.3,2.4
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),31.4,1.4,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,16377,732,16377,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",9396,699,57.4,3.4
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1882,335,11.5,2.0
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,3249,448,19.8,2.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",609,181,3.7,1.1
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1241,285,7.6,1.7
Estimate Industry Civilian Employed Population 16 Years And Over,16377,732,16377,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",8,12,0.0,0.1
Estimate Industry Civilian Employed Population 16 Years And Over Construction,653,183,4.0,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,2072,352,12.7,2.1
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,430,168,2.6,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1944,478,11.9,2.8
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",529,179,3.2,1.1
Estimate Industry Civilian Employed Population 16 Years And Over Information,434,198,2.7,1.2
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1200,253,7.3,1.5
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",2662,418,16.3,2.5
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",4288,523,26.2,2.8
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",809,255,4.9,1.5
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",575,181,3.5,1.1
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,773,269,4.7,1.6
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,16377,732,16377,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,13258,764,81.0,2.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,1981,395,12.1,2.4
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,1130,322,6.9,1.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,8,13,0.0,0.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,10971,445,10971,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",359,147,3.3,1.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",286,107,2.6,1.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",597,160,5.4,1.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",541,218,4.9,1.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",450,128,4.1,1.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",1162,314,10.6,2.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",1072,216,9.8,1.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",1851,337,16.9,3.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",1604,297,14.6,2.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",3049,380,27.8,3.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),120954,8061,(X),(X)
