Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,14558,630,14558,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,10096,576,69.4,3.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,10096,576,69.4,3.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,9412,507,64.7,3.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,684,272,4.7,1.8
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4462,552,30.6,3.3
Estimate Employment Status Civilian Labor Force,10096,576,10096,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),6.8,2.5
Estimate Employment Status Females 16 Years And Over,7998,464,7998,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,5079,448,63.5,4.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,5079,448,63.5,4.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,4725,381,59.1,4.2
Estimate Employment Status Own Children Of The Householder Under 6 Years,906,224,906,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,625,173,69.0,14.6
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3052,630,3052,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2468,646,80.9,10.8
Estimate Commuting To Work Workers 16 Years And Over,9230,497,9230,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",6104,523,66.1,5.1
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",783,295,8.5,3.1
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),330,151,3.6,1.6
Estimate Commuting To Work Workers 16 Years And Over Walked,420,196,4.6,2.1
Estimate Commuting To Work Workers 16 Years And Over Other Means,128,69,1.4,0.7
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1465,306,15.9,3.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),34.6,2.5,(X),(X)
