Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,17948,961,17948,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,13679,963,76.2,2.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,13679,963,76.2,2.6
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,13276,1002,74.0,2.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,403,181,2.2,1.0
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,25,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4269,469,23.8,2.6
Estimate Employment Status Civilian Labor Force,13679,963,13679,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.9,1.4
Estimate Employment Status Females 16 Years And Over,9644,670,9644,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,6982,651,72.4,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,6982,651,72.4,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,6725,657,69.7,4.0
Estimate Employment Status Own Children Of The Householder Under 6 Years,1069,236,1069,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,759,186,71.0,12.7
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2834,406,2834,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1988,356,70.1,9.3
Estimate Commuting To Work Workers 16 Years And Over,13054,996,13054,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",3568,559,27.3,3.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",375,155,2.9,1.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),3452,583,26.4,3.8
Estimate Commuting To Work Workers 16 Years And Over Walked,1855,371,14.2,2.8
Estimate Commuting To Work Workers 16 Years And Over Other Means,981,219,7.5,1.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2823,519,21.6,3.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.8,1.0,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,13276,1002,13276,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",10829,990,81.6,3.0
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,739,166,5.6,1.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1374,310,10.3,2.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",124,69,0.9,0.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",210,87,1.6,0.7
Estimate Industry Civilian Employed Population 16 Years And Over,13276,1002,13276,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",27,29,0.2,0.2
