Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,12101,278,12101,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,7887,414,65.2,3.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,7887,414,65.2,3.3
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,7827,420,64.7,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,60,57,0.5,0.5
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4214,424,34.8,3.3
Estimate Employment Status Civilian Labor Force,7887,414,7887,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),0.8,0.7
Estimate Employment Status Females 16 Years And Over,6555,359,6555,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,4055,283,61.9,4.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,4055,283,61.9,4.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,4043,284,61.7,4.6
Estimate Employment Status Own Children Of The Householder Under 6 Years,573,215,573,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,493,175,86.0,11.7
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2481,405,2481,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2108,358,85.0,8.0
Estimate Commuting To Work Workers 16 Years And Over,7613,405,7613,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",6643,452,87.3,3.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",195,122,2.6,1.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),30,35,0.4,0.5
Estimate Commuting To Work Workers 16 Years And Over Walked,28,35,0.4,0.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,139,110,1.8,1.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,578,201,7.6,2.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),27.7,2.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,7827,420,7827,(X)
