Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,23710,530,23710,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,16084,685,67.8,2.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,16032,685,67.6,2.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,15042,662,63.4,2.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,990,303,4.2,1.2
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,52,51,0.2,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,7626,524,32.2,2.2
Estimate Employment Status Civilian Labor Force,16032,685,16032,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),6.2,1.8
Estimate Employment Status Females 16 Years And Over,11983,471,11983,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,7587,547,63.3,3.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,7587,547,63.3,3.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,7233,575,60.4,3.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,1997,474,1997,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1434,350,71.8,13.1
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,3603,435,3603,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2267,432,62.9,10.1
Estimate Commuting To Work Workers 16 Years And Over,14817,652,14817,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",12620,738,85.2,3.1
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",582,193,3.9,1.3
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),28,22,0.2,0.1
Estimate Commuting To Work Workers 16 Years And Over Walked,317,175,2.1,1.2
Estimate Commuting To Work Workers 16 Years And Over Other Means,129,81,0.9,0.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,1141,393,7.7,2.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),20.0,1.3,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,15042,662,15042,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",5845,634,38.9,4.0
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,3030,502,20.1,3.2
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,3072,516,20.4,3.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",1105,224,7.3,1.5
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1990,434,13.2,2.8
Estimate Industry Civilian Employed Population 16 Years And Over,15042,662,15042,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",46,66,0.3,0.4
Estimate Industry Civilian Employed Population 16 Years And Over Construction,646,194,4.3,1.3
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,1887,424,12.5,2.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,295,152,2.0,1.0
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1894,661,12.6,4.3
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",1121,424,7.5,2.8
Estimate Industry Civilian Employed Population 16 Years And Over Information,118,78,0.8,0.5
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",1354,334,9.0,2.2
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",778,222,5.2,1.4
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",4655,486,30.9,3.2
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",1016,262,6.8,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",577,200,3.8,1.3
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,655,197,4.4,1.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,15042,662,15042,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,11713,796,77.9,3.0
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,2811,409,18.7,2.8
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,518,191,3.4,1.3
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,25,0.0,0.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,12734,531,12734,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",559,209,4.4,1.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",703,218,5.5,1.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",1080,226,8.5,1.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",1207,295,9.5,2.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",1749,422,13.7,3.1
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",2077,301,16.3,2.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",1459,336,11.5,2.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",1986,387,15.6,2.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",726,169,5.7,1.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",1188,321,9.3,2.6
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),60023,3805,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),86794,6293,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,9588,526,75.3,3.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),93626,8186,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,3534,375,27.8,2.9
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),20047,1250,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,2475,317,19.4,2.3
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income Mean Retirement Income (Dollars),32641,5475,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income,1144,257,9.0,2.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Supplemental Security Income Mean Supplemental Security Income (Dollars),10237,1117,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income,395,141,3.1,1.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Cash Public Assistance Income Mean Cash Public Assistance Income (Dollars),3422,1149,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Food Stamp/Snap Benefits In The Past 12 Months,2624,410,20.6,3.2
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families,6854,362,6854,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families Less Than $10,000",81,56,1.2,0.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $10,000 To $14,999",101,79,1.5,1.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $15,000 To $24,999",437,179,6.4,2.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $25,000 To $34,999",556,230,8.1,3.3
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Families $35,000 To $49,999",790,322,11.5,4.5
