Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,19012,392,19012,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,13493,563,71.0,2.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,13493,563,71.0,2.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,12941,594,68.1,2.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,552,209,2.9,1.1
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,25,0.0,0.2
Estimate Employment Status Population 16 Years And Over Not In Labor Force,5519,559,29.0,2.8
Estimate Employment Status Civilian Labor Force,13493,563,13493,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.1,1.6
Estimate Employment Status Females 16 Years And Over,9556,446,9556,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,6211,430,65.0,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,6211,430,65.0,3.8
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,5971,431,62.5,3.7
Estimate Employment Status Own Children Of The Householder Under 6 Years,1408,302,1408,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1090,253,77.4,12.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,5138,390,5138,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,4275,429,83.2,5.2
Estimate Commuting To Work Workers 16 Years And Over,12735,594,12735,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",9462,671,74.3,3.3
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",533,196,4.2,1.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),384,126,3.0,1.0
Estimate Commuting To Work Workers 16 Years And Over Walked,39,30,0.3,0.2
Estimate Commuting To Work Workers 16 Years And Over Other Means,102,59,0.8,0.5
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,2215,338,17.4,2.7
