Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,12566,312,12566,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,8915,391,70.9,3.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,8915,391,70.9,3.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,8695,383,69.2,3.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,220,113,1.8,0.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,3651,441,29.1,3.2
Estimate Employment Status Civilian Labor Force,8915,391,8915,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),2.5,1.2
Estimate Employment Status Females 16 Years And Over,6399,376,6399,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,4401,347,68.8,4.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,4401,347,68.8,4.5
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,4339,349,67.8,4.6
Estimate Employment Status Own Children Of The Householder Under 6 Years,981,196,981,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,594,170,60.6,15.0
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2131,331,2131,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1817,326,85.3,7.2
Estimate Commuting To Work Workers 16 Years And Over,8584,384,8584,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",7023,493,81.8,4.2
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",537,271,6.3,3.2
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),60,65,0.7,0.8
Estimate Commuting To Work Workers 16 Years And Over Walked,166,115,1.9,1.3
Estimate Commuting To Work Workers 16 Years And Over Other Means,52,48,0.6,0.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,746,214,8.7,2.5
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),29.9,2.0,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,8695,383,8695,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",4483,483,51.6,5.1
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1134,276,13.0,3.0
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1869,329,21.5,3.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",676,327,7.8,3.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",533,174,6.1,1.9
Estimate Industry Civilian Employed Population 16 Years And Over,8695,383,8695,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,21,0.0,0.5
Estimate Industry Civilian Employed Population 16 Years And Over Construction,674,279,7.8,3.2
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,636,185,7.3,2.1
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,123,106,1.4,1.2
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,1000,301,11.5,3.4
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",390,170,4.5,1.9
Estimate Industry Civilian Employed Population 16 Years And Over Information,27,32,0.3,0.4
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",509,144,5.9,1.7
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",503,198,5.8,2.3
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",3345,422,38.5,4.2
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",522,160,6.0,1.9
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",491,175,5.6,2.0
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,475,146,5.5,1.7
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,8695,383,8695,(X)
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Private Wage And Salary Workers,5946,460,68.4,4.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Government Workers,2324,425,26.7,4.5
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Self-Employed In Own Not Incorporated Business Workers,425,165,4.9,1.9
Estimate Class Of Worker Civilian Employed Population 16 Years And Over Unpaid Family Workers,0,21,0.0,0.5
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households,5917,306,5917,(X)
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Less Than $10,000",210,113,3.5,1.9
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $10,000 To $14,999",128,86,2.2,1.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $15,000 To $24,999",187,118,3.2,2.0
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $25,000 To $34,999",388,202,6.6,3.2
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $35,000 To $49,999",407,149,6.9,2.5
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $50,000 To $74,999",816,227,13.8,3.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $75,000 To $99,999",773,228,13.1,3.6
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $100,000 To $149,999",1707,326,28.8,5.8
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $150,000 To $199,999",678,157,11.5,2.7
"Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households $200,000 Or More",623,177,10.5,3.0
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Median Household Income (Dollars),101076,8471,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households Mean Household Income (Dollars),113474,7311,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings,4806,291,81.2,4.1
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Earnings Mean Earnings (Dollars),118921,9776,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security,1649,242,27.9,3.8
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Social Security Mean Social Security Income (Dollars),21575,2142,(X),(X)
Estimate Income And Benefits (In 2021 Inflation-Adjusted Dollars) Total Households With Retirement Income,1547,308,26.1,4.9
