Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,95,58,95,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,44,30,46.3,21.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,44,30,46.3,21.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,44,30,46.3,21.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,0,13,0.0,32.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,32.9
Estimate Employment Status Population 16 Years And Over Not In Labor Force,51,40,53.7,21.5
Estimate Employment Status Civilian Labor Force,44,30,44,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),0.0,49.6
Estimate Employment Status Females 16 Years And Over,36,31,36,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,5,7,13.9,22.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,5,7,13.9,22.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,5,7,13.9,22.3
Estimate Employment Status Own Children Of The Householder Under 6 Years,0,13,0,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,0,13,-666666666.0,-222222222.0
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2,3,2,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2,3,100.0,100.0
Estimate Commuting To Work Workers 16 Years And Over,44,30,44,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",44,30,100.0,49.6
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",0,13,0.0,49.6
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,49.6
Estimate Commuting To Work Workers 16 Years And Over Walked,0,13,0.0,49.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,0,13,0.0,49.6
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,0,13,0.0,49.6
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),-999999999.0,-999999999.0,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,44,30,44,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",8,8,18.2,17.3
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,0,13,0.0,49.6
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,0,13,0.0,49.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",6,10,13.6,28.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",30,31,68.2,35.8
Estimate Industry Civilian Employed Population 16 Years And Over,44,30,44,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",0,13,0.0,49.6
Estimate Industry Civilian Employed Population 16 Years And Over Construction,6,10,13.6,28.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,25,30,56.8,39.7
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,5,8,11.4,19.2
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,0,13,0.0,49.6
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",0,13,0.0,49.6
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,13,0.0,49.6
