Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,11591,349,11591,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,7255,461,62.6,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,7221,469,62.3,3.5
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,6590,433,56.9,3.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,631,194,5.4,1.6
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,34,37,0.3,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4336,411,37.4,3.4
Estimate Employment Status Civilian Labor Force,7221,469,7221,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),8.7,2.5
Estimate Employment Status Females 16 Years And Over,5956,342,5956,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,3474,323,58.3,4.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,3474,323,58.3,4.3
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,3124,281,52.5,4.5
Estimate Employment Status Own Children Of The Householder Under 6 Years,833,225,833,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,590,151,70.8,13.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,1569,269,1569,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,1156,260,73.7,9.1
Estimate Commuting To Work Workers 16 Years And Over,6500,428,6500,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",4979,458,76.6,4.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",736,179,11.3,2.8
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),26,39,0.4,0.6
Estimate Commuting To Work Workers 16 Years And Over Walked,297,192,4.6,2.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,101,73,1.6,1.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,361,129,5.6,2.0
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),30.0,2.1,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,6590,433,6590,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",1915,296,29.1,4.1
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1239,223,18.8,3.2
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,1207,201,18.3,3.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",775,183,11.8,2.6
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",1454,320,22.1,4.5
