Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,2076,187,2076,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,1330,158,64.1,3.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,1330,158,64.1,3.9
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,1266,156,61.0,4.2
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,64,33,3.1,1.6
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,1.9
Estimate Employment Status Population 16 Years And Over Not In Labor Force,746,94,35.9,3.9
Estimate Employment Status Civilian Labor Force,1330,158,1330,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.8,2.4
Estimate Employment Status Females 16 Years And Over,1051,119,1051,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,611,105,58.1,5.9
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,611,105,58.1,5.9
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,597,105,56.8,5.8
Estimate Employment Status Own Children Of The Householder Under 6 Years,74,32,74,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,54,23,73.0,21.8
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,418,97,418,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,347,97,83.0,11.3
Estimate Commuting To Work Workers 16 Years And Over,1261,154,1261,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",1020,134,80.9,5.7
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",91,32,7.2,2.5
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,3.1
Estimate Commuting To Work Workers 16 Years And Over Walked,5,8,0.4,0.6
Estimate Commuting To Work Workers 16 Years And Over Other Means,3,4,0.2,0.3
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,142,78,11.3,5.7
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),27.1,3.2,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,1266,156,1266,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",462,96,36.5,6.0
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,155,40,12.2,3.0
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,264,64,20.9,4.7
