Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,6530,204,6530,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,3756,271,57.5,4.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,3736,270,57.2,4.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,3572,263,54.7,4.1
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,164,111,2.5,1.7
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,20,30,0.3,0.5
Estimate Employment Status Population 16 Years And Over Not In Labor Force,2774,303,42.5,4.1
Estimate Employment Status Civilian Labor Force,3736,270,3736,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),4.4,2.9
Estimate Employment Status Females 16 Years And Over,3024,206,3024,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,1907,186,63.1,5.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,1907,186,63.1,5.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,1827,179,60.4,5.5
Estimate Employment Status Own Children Of The Householder Under 6 Years,344,101,344,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,256,85,74.4,20.2
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,846,211,846,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,769,221,90.9,8.5
Estimate Commuting To Work Workers 16 Years And Over,3558,268,3558,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",2970,276,83.5,4.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",124,74,3.5,2.1
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,19,0.0,1.1
Estimate Commuting To Work Workers 16 Years And Over Walked,6,10,0.2,0.3
Estimate Commuting To Work Workers 16 Years And Over Other Means,49,38,1.4,1.0
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,409,154,11.5,4.2
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.0,3.7,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,3572,263,3572,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",1785,227,50.0,5.1
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,363,98,10.2,2.8
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,888,187,24.9,5.0
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",202,85,5.7,2.3
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",334,115,9.4,3.0
Estimate Industry Civilian Employed Population 16 Years And Over,3572,263,3572,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",6,10,0.2,0.3
Estimate Industry Civilian Employed Population 16 Years And Over Construction,319,98,8.9,2.7
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,466,126,13.0,3.4
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,120,79,3.4,2.1
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,313,114,8.8,3.1
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",111,67,3.1,1.8
Estimate Industry Civilian Employed Population 16 Years And Over Information,26,25,0.7,0.7
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",200,80,5.6,2.2
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",385,122,10.8,3.4
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",984,146,27.5,4.2
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",302,130,8.5,3.5
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",211,126,5.9,3.5
