Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,14236,554,14236,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,10069,679,70.7,3.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,10069,679,70.7,3.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,9674,670,68.0,3.8
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,395,174,2.8,1.2
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,21,0.0,0.3
Estimate Employment Status Population 16 Years And Over Not In Labor Force,4167,543,29.3,3.7
Estimate Employment Status Civilian Labor Force,10069,679,10069,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),3.9,1.7
Estimate Employment Status Females 16 Years And Over,7475,495,7475,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,4879,481,65.3,4.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,4879,481,65.3,4.6
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,4739,474,63.4,4.6
Estimate Employment Status Own Children Of The Householder Under 6 Years,1349,449,1349,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,1170,447,86.7,9.9
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,2502,426,2502,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,2041,380,81.6,11.1
Estimate Commuting To Work Workers 16 Years And Over,9544,689,9544,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",7773,670,81.4,3.9
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",478,193,5.0,2.0
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),342,132,3.6,1.4
Estimate Commuting To Work Workers 16 Years And Over Walked,155,142,1.6,1.5
Estimate Commuting To Work Workers 16 Years And Over Other Means,178,271,1.9,2.8
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,618,182,6.5,1.9
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),28.8,2.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,9674,670,9674,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",3392,500,35.1,5.6
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,1739,367,18.0,3.7
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,2459,620,25.4,5.7
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",986,298,10.2,3.0
