Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Employment Status Population 16 Years And Over,541,181,541,(X)
Estimate Employment Status Population 16 Years And Over In Labor Force,478,181,88.4,7.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force,478,181,88.4,7.7
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Employed,435,157,80.4,9.4
Estimate Employment Status Population 16 Years And Over In Labor Force Civilian Labor Force Unemployed,43,43,7.9,6.9
Estimate Employment Status Population 16 Years And Over In Labor Force Armed Forces,0,13,0.0,7.1
Estimate Employment Status Population 16 Years And Over Not In Labor Force,63,36,11.6,7.7
Estimate Employment Status Civilian Labor Force,478,181,478,(X)
Estimate Employment Status Civilian Labor Force Unemployment Rate,(X),(X),9.0,7.8
Estimate Employment Status Females 16 Years And Over,306,126,306,(X)
Estimate Employment Status Females 16 Years And Over In Labor Force,261,129,85.3,12.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force,261,129,85.3,12.4
Estimate Employment Status Females 16 Years And Over In Labor Force Civilian Labor Force Employed,261,129,85.3,12.4
Estimate Employment Status Own Children Of The Householder Under 6 Years,122,114,122,(X)
Estimate Employment Status Own Children Of The Householder Under 6 Years All Parents In Family In Labor Force,122,114,100.0,27.3
Estimate Employment Status Own Children Of The Householder 6 To 17 Years,10,15,10,(X)
Estimate Employment Status Own Children Of The Householder 6 To 17 Years All Parents In Family In Labor Force,10,15,100.0,100.0
Estimate Commuting To Work Workers 16 Years And Over,427,156,427,(X)
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Drove Alone",356,145,83.4,8.8
"Estimate Commuting To Work Workers 16 Years And Over Car, Truck, Or Van -- Carpooled",50,40,11.7,9.0
Estimate Commuting To Work Workers 16 Years And Over Public Transportation (Excluding Taxicab),0,13,0.0,8.9
Estimate Commuting To Work Workers 16 Years And Over Walked,0,13,0.0,8.9
Estimate Commuting To Work Workers 16 Years And Over Other Means,7,12,1.6,3.1
Estimate Commuting To Work Workers 16 Years And Over Worked From Home,14,17,3.3,4.4
Estimate Commuting To Work Workers 16 Years And Over Mean Travel Time To Work (Minutes),22.0,5.6,(X),(X)
Estimate Occupation Civilian Employed Population 16 Years And Over,435,157,435,(X)
"Estimate Occupation Civilian Employed Population 16 Years And Over Management, Business, Science, And Arts Occupations",156,78,35.9,15.1
Estimate Occupation Civilian Employed Population 16 Years And Over Service Occupations,64,48,14.7,12.3
Estimate Occupation Civilian Employed Population 16 Years And Over Sales And Office Occupations,187,131,43.0,19.2
"Estimate Occupation Civilian Employed Population 16 Years And Over Natural Resources, Construction, And Maintenance Occupations",21,19,4.8,4.8
"Estimate Occupation Civilian Employed Population 16 Years And Over Production, Transportation, And Material Moving Occupations",7,12,1.6,3.0
Estimate Industry Civilian Employed Population 16 Years And Over,435,157,435,(X)
"Estimate Industry Civilian Employed Population 16 Years And Over Agriculture, Forestry, Fishing And Hunting, And Mining",44,56,10.1,13.0
Estimate Industry Civilian Employed Population 16 Years And Over Construction,14,15,3.2,3.8
Estimate Industry Civilian Employed Population 16 Years And Over Manufacturing,8,13,1.8,3.1
Estimate Industry Civilian Employed Population 16 Years And Over Wholesale Trade,0,13,0.0,8.8
Estimate Industry Civilian Employed Population 16 Years And Over Retail Trade,116,118,26.7,22.0
"Estimate Industry Civilian Employed Population 16 Years And Over Transportation And Warehousing, And Utilities",7,12,1.6,3.0
Estimate Industry Civilian Employed Population 16 Years And Over Information,0,13,0.0,8.8
"Estimate Industry Civilian Employed Population 16 Years And Over Finance And Insurance, And Real Estate And Rental And Leasing",0,13,0.0,8.8
"Estimate Industry Civilian Employed Population 16 Years And Over Professional, Scientific, And Management, And Administrative And Waste Management Services",47,39,10.8,8.8
"Estimate Industry Civilian Employed Population 16 Years And Over Educational Services, And Health Care And Social Assistance",157,70,36.1,15.7
"Estimate Industry Civilian Employed Population 16 Years And Over Arts, Entertainment, And Recreation, And Accommodation And Food Services",0,13,0.0,8.8
"Estimate Industry Civilian Employed Population 16 Years And Over Other Services, Except Public Administration",0,13,0.0,8.8
Estimate Industry Civilian Employed Population 16 Years And Over Public Administration,42,37,9.7,8.1
Estimate Class Of Worker Civilian Employed Population 16 Years And Over,435,157,435,(X)
